"","idnum","mothid4","m4b0","m4b1","m4b2","m4b4a1","m4b26a","m4b4a2","m4b26b","m4b4a3","m4b26c","m4b4a4","m4b26d","m4b4a5","m4b26e","m4b4a6","m4b26f","m4b4a7","m4b26g","m4b4a8","m4b26h","m4b5","m4b5a","m4b8","m4b8a","m4b8b","m4b27","m4b28a","m4b28b","m4b28c","m4c3a","m4c3b","m4c3c","m4c3d","m4c3e","m4c3f","m4c3g","m4c3h","m4c4","m4c4a","m4c5","m4c7a","m4c7b","m4c7c","m4c7d","m4c26a","m4c26b","m4c26c","m4c26d","m4i0e","m4j18","kind_a5","kind_a6","kind_a7","kind_b1a","kind_b1b","kind_b1c","kind_b1d","kind_b1e","kind_b1f","kind_b1g","kind_b1h","kind_b1i"
"83","0083","00830",1,1,1,7,-6,7,-6,3,-6,7,-6,7,-6,7,-6,1,-6,7,-6,1,4,1,5,35,-6,-6,-6,-6,0,0,0,1,1,0,0,0,2,-6,3,4,4,4,4,4,4,4,4,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84","0084","00840",1,3,2,3,-6,2,-6,2,-6,3,-6,7,-6,2,-6,3,-6,7,-6,2,-6,1,5,40,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,4,4,4,4,4,4,4,4,1,1,3,3,3,3,4,3,4,4,3,3,3,3
"85","0085","00850",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86","0086","00860",1,2,1,7,-6,1,-6,2,-6,7,-6,7,-6,7,-6,1,-6,3,-6,1,4,1,5,35,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,4,4,4,4,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87","0087","00870",1,2,1,7,-6,3,-6,0,-6,7,-6,7,-6,4,-6,3,-6,7,-6,2,-6,1,5,30,-6,-6,-6,-6,0,0,0,0,0,0,0,0,2,-6,3,4,4,4,4,3,4,4,4,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88","0088","00880",1,3,1,2,-6,1,-6,0,-6,3,-6,7,-6,1,-6,1,-6,1,-6,2,-6,1,4,16,-6,-6,-6,-6,1,0,0,3,3,4,1,4,1,3,2,1,1,1,1,-6,-6,-6,-6,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89","0089","00890",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90","0090","00900",1,1,1,4,-6,7,-6,3,-6,7,-6,7,-6,7,-6,3,-6,7,-6,2,-6,1,5,20,-6,-6,-6,-6,1,1,2,4,7,4,2,4,2,-6,1,1,1,1,1,1,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91","0091","00910",1,2,1,7,-6,7,-6,7,-6,7,-6,7,-6,5,-6,4,-6,7,-6,2,-6,1,1,35,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,4,4,4,4,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92","0092","00920",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93","0093","00930",1,1,3,4,-6,7,-6,7,-6,7,-6,7,-6,7,-6,3,-6,7,-6,2,-6,1,5,15,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,4,4,4,4,2,2,2,3,3,3,3,3,3,3,3,3,3,3
"94","0094","00940",1,2,1,0,-6,6,-6,6,-6,7,-6,7,-6,4,-6,3,-6,1,-6,2,-6,1,3,35,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,4,4,4,4,4,4,4,4,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"95","0095","00950",1,1,1,7,-6,4,-6,4,-6,7,-6,7,-6,7,-6,5,-6,7,-6,1,3,1,3,25,-6,-6,-6,-6,0,0,0,0,5,5,5,5,2,-6,3,3,4,1,3,4,2,4,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"96","0096","00960",1,2,2,3,-6,7,-6,7,-6,3,-6,7,-6,7,-6,4,-6,7,-6,1,4,2,-6,-6,-6,-6,-6,-6,2,4,3,7,7,7,3,7,1,4,1,1,2,1,2,1,2,1,1,-6,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97","0097","00970",1,1,1,1,-6,3,-6,3,-6,4,-6,7,-6,2,-6,1,-6,7,-6,2,-6,1,3,14,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,4,4,4,4,4,4,4,4,2,2,2,1,-1,2,3,1,1,6,6,3,2,2
"98","0098","00980",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99","0099","00990",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100","0100","01000",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"101","0101","01010",1,1,1,7,-6,3,-6,3,-6,7,-6,7,-6,7,-6,4,-6,4,-6,1,2,1,3,32,-6,-6,-6,-6,2,3,3,2,5,3,3,3,1,2,1,1,1,1,1,1,2,2,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102","0102","01020",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"103","0103","01030",1,3,1,2,-6,2,-6,2,-6,1,-6,7,-6,2,-6,3,-6,5,-6,2,-6,1,1,40,-6,-6,-6,-6,0,2,0,0,-2,0,2,2,-2,-6,2,2,2,4,4,3,1,2,1,1,2,4,3,4,3,5,5,4,4,4,4,5,5
"104","0104","01040",1,1,3,4,-6,2,-6,3,-6,3,-6,4,-6,4,-6,2,-6,5,-6,1,4,1,5,13,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,4,4,4,4,3,3,3,4,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"105","0105","01050",1,2,2,5,-6,7,-6,0,-6,4,-6,7,-6,3,-6,1,-6,5,-6,2,-6,1,3,40,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,3,4,3,4,3,3,4,3,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"106","0106","01060",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107","0107","01070",1,1,2,7,-6,5,-6,3,-6,7,-6,7,-6,5,-6,2,-6,7,-6,2,-6,1,4,35,-6,-6,-6,-6,3,4,2,7,7,2,2,7,2,-6,1,1,1,1,1,-6,-6,-6,-6,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"108","0108","01080",1,2,1,5,-6,3,-6,2,-6,7,-6,7,-6,3,-6,2,-6,5,-6,2,-6,1,2,25,-6,-6,-6,-6,7,7,5,7,7,4,3,2,2,-6,1,1,1,1,1,-6,-6,-6,-6,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"109","0109","01090",1,1,1,7,-6,3,-6,7,-6,2,-6,7,-6,2,-6,5,-6,5,-6,1,2,1,5,50,-6,-6,-6,-6,1,0,1,7,7,2,1,5,2,-6,1,1,2,2,2,1,1,2,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"110","0110","01100",1,1,1,2,-6,4,-6,3,-6,2,-6,7,-6,1,-6,1,-6,5,-6,2,-6,1,5,25,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,4,4,4,4,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"111","0111","01110",1,3,2,7,-6,7,-6,7,-6,7,-6,7,-6,3,-6,3,-6,7,-6,1,4,1,3,13,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,4,4,4,4,4,4,4,4,2,1,2,2,2,3,2,2,1,5,3,3,2,2
"112","0112","01120",1,2,1,2,-6,5,-6,4,-6,5,-6,5,-6,2,-6,1,-6,3,-6,1,4,1,7,15,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,4,4,4,4,4,4,4,4,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"113","0113","01130",1,2,2,5,-6,5,-6,5,-6,4,-6,5,-6,3,-6,4,-6,5,-6,2,-6,1,3,6,-6,-6,-6,-6,1,2,2,2,2,2,1,2,2,-6,2,2,2,4,2,2,1,3,2,1,2,4,3,4,3,5,3,4,3,3,4,4,3
"114","0114","01140",1,3,1,3,-6,3,-6,3,-6,2,-6,5,-6,1,-6,1,-6,4,-6,1,3,1,1,30,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,4,4,4,4,4,4,4,4,2,2,1,2,1,1,2,1,2,3,1,2,2,1
"115","0115","01150",1,1,1,3,-6,6,-6,6,-6,3,-6,7,-6,3,-6,1,-6,4,-6,2,-6,2,-6,-6,-6,-6,-6,-6,2,3,2,2,5,3,1,2,2,-6,2,1,1,2,2,2,2,2,1,-6,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"116","0116","01160",1,2,1,7,-6,7,-6,7,-6,7,-6,7,-6,7,-6,5,-6,7,-6,1,4,1,3,35,-6,-6,-6,-6,3,3,3,7,7,7,5,7,2,-6,1,1,1,1,1,-6,-6,-6,-6,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"117","0117","01170",1,1,1,7,-6,5,-6,5,-6,7,-6,7,-6,7,-6,5,-6,5,-6,1,4,2,-6,-6,-6,-6,-6,-6,4,3,3,3,5,3,3,3,1,4,1,2,2,2,2,-6,-6,-6,-6,-6,1,4,3,3,5,5,5,5,5,5,5,4,5
"118","0118","01180",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"119","0119","01190",1,2,2,2,-6,5,-6,5,-6,7,-6,7,-6,7,-6,2,-6,7,-6,1,4,1,4,40,-6,-6,-6,-6,2,2,2,2,2,2,2,2,2,-6,2,1,4,4,2,4,2,4,4,2,2,1,1,2,1,2,2,2,1,1,2,2,2
"120","0120","01200",1,1,3,2,-6,3,-6,0,-6,7,-6,7,-6,3,-6,2,-6,7,-6,2,-6,2,-6,-6,-6,-6,-6,-6,2,4,2,7,7,3,4,7,2,-6,1,1,1,1,1,-6,-6,-6,-6,-6,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"121","0121","01210",1,1,2,2,-6,4,-6,2,-6,7,-6,7,-6,3,-6,1,-6,7,-6,2,-6,1,5,12,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"122","0122","01220",1,1,1,2,-6,6,-6,3,-6,7,-6,7,-6,2,-6,4,-6,7,-6,1,4,1,5,35,-6,-6,-6,-6,-2,3,1,4,7,4,3,4,2,-6,1,1,2,4,1,2,2,2,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"123","0123","01230",1,1,1,5,-6,7,-6,5,-6,7,-6,7,-6,7,-6,3,-6,7,-6,2,-6,1,1,60,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,4,4,4,4,4,4,4,4,1,2,2,2,2,6,3,6,2,2,2,2,3,2
"124","0124","01240",1,3,1,3,-6,7,-6,5,-6,7,-6,7,-6,5,-6,3,-6,7,-6,1,3,1,5,20,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,4,4,4,4,4,4,4,4,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"125","0125","01250",1,3,2,2,-6,3,-6,3,-6,5,-6,2,-6,0,-6,5,-6,5,-6,1,3,1,1,45,-6,-6,-6,-6,1,0,0,4,2,2,1,2,1,4,1,2,1,1,4,-6,-6,-6,-6,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"126","0126","01260",1,2,1,1,-6,5,-6,3,-6,7,-6,7,-6,7,-6,0,-6,7,-6,1,3,1,1,40,-6,-6,-6,-6,5,4,4,7,7,7,0,7,1,4,1,1,2,3,3,3,3,4,3,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"127","0127","01270",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"128","0128","01280",1,2,1,5,-6,7,-6,4,-6,1,-6,7,-6,7,-6,5,-6,7,-6,2,-6,1,1,50,-6,-6,-6,-6,3,3,3,2,7,3,1,7,2,-6,2,2,2,3,3,4,2,4,3,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"129","0129","01290",1,1,1,3,-6,5,-6,4,-6,7,-6,7,-6,4,-6,4,-6,7,-6,1,4,1,4,28,-6,-6,-6,-6,2,0,0,7,7,1,2,3,1,4,3,2,3,2,2,2,2,2,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"130","0130","01300",1,1,1,4,-6,6,-6,3,-6,5,-6,7,-6,2,-6,2,-6,7,-6,2,-6,2,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-2,-2,-2,-2,-6,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"131","0131","01310",1,3,1,3,-6,7,-6,4,-6,7,-6,7,-6,6,-6,4,-6,6,-6,1,4,2,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,4,4,4,4,4,2,4,4,-6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"132","0132","01320",1,3,2,0,-6,4,-6,2,-6,4,-6,4,-6,7,-6,2,-6,7,-6,2,-6,1,5,20,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,3,4,4,4,3,1,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"133","0133","01330",1,2,3,7,-6,3,-6,7,-6,7,-6,7,-6,7,-6,2,-6,7,-6,1,4,1,4,35,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,4,4,4,4,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"134","0134","01340",1,1,1,5,-6,7,-6,7,-6,7,-6,7,-6,3,-6,3,-6,7,-6,1,4,1,7,30,-6,-6,-6,-6,2,2,2,7,7,1,2,2,1,4,1,1,1,1,1,-6,-6,-6,-6,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"135","0135","01350",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"136","0136","01360",1,2,3,4,-6,5,-6,5,-6,7,-6,7,-6,2,-6,3,-6,7,-6,1,3,1,1,20,-6,-6,-6,-6,0,0,0,0,0,0,0,0,2,-6,5,-6,-6,-6,-6,4,4,4,4,2,2,3,3,3,3,5,4,3,3,3,4,4,3
"137","0137","01370",1,3,2,3,-6,5,-6,2,-6,5,-6,7,-6,3,-6,3,-6,3,-6,1,4,1,3,5,-6,-6,-6,-6,1,5,3,3,3,2,2,2,1,4,1,1,2,1,3,-6,-6,-6,-6,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"138","0138","01380",1,2,1,1,-6,2,-6,2,-6,3,-6,5,-6,2,-6,2,-6,3,-6,1,4,1,5,20,-6,-6,-6,-6,0,0,0,2,0,2,2,2,2,-6,4,2,1,1,2,2,1,2,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"139","0139","01390",1,2,1,3,-6,1,-6,1,-6,1,-6,5,-6,1,-6,3,-6,7,-6,1,4,1,1,15,-6,-6,-6,-6,0,0,1,3,2,3,4,6,2,-6,1,1,1,2,1,-6,-6,-6,-6,2,2,3,3,3,4,5,4,4,4,3,4,5,4
"140","0140","01400",1,2,1,7,-6,7,-6,4,-6,7,-6,7,-6,3,-6,5,-6,7,-6,2,-6,1,3,25,-6,-6,-6,-6,0,0,0,0,4,0,0,0,2,-6,5,-6,-6,-6,-6,4,4,4,4,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"141","0141","01410",1,2,1,7,-6,7,-6,1,-6,3,-6,3,-6,7,-6,5,-6,1,-6,2,-6,1,3,9,-6,-6,-6,-6,3,7,1,2,2,5,2,1,2,-6,1,1,1,1,3,-6,-6,-6,-6,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"142","0142","01420",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"143","0143","01430",1,3,3,4,-6,4,-6,4,-6,4,-6,7,-6,4,-6,4,-6,7,-6,1,4,1,3,6,-6,-6,-6,-6,0,2,1,0,7,0,0,0,2,-6,4,3,4,4,4,4,3,3,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"144","0144","01440",1,3,2,5,-6,3,-6,5,-6,5,-6,5,-6,2,-6,4,-6,2,-6,1,4,1,3,30,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,3,4,4,4,2,3,4,4,1,1,3,3,3,4,3,3,3,5,5,5,4,4
"145","0145","01450",1,2,1,4,-6,3,-6,6,-6,7,-6,7,-6,5,-6,2,-6,5,-6,1,4,2,-6,-6,-6,-6,-6,-6,2,2,4,1,7,2,2,1,1,4,2,2,2,1,1,-6,-6,-6,-6,-6,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"146","0146","01460",1,2,1,4,-6,5,-6,4,-6,1,-6,6,-6,1,-6,3,-6,2,-6,2,-6,1,3,30,-6,-6,-6,-6,2,2,2,1,3,2,3,1,2,-6,1,1,1,1,1,-6,-6,-6,-6,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"147","0147","01470",1,2,2,3,-6,5,-6,5,-6,3,-6,5,-6,5,-6,2,-6,2,-6,2,-6,1,4,6,-6,-6,-6,-6,1,1,1,3,1,3,2,4,2,-6,2,2,2,3,1,1,2,1,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"148","0148","01480",1,2,4,5,-6,7,-6,3,-6,7,-6,7,-6,3,-6,3,-6,7,-6,1,4,1,4,22,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,2,2,1,2,2,2,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"149","0149","01490",1,3,3,1,-6,1,-6,2,-6,3,-6,3,-6,2,-6,2,-6,2,-6,1,3,1,5,20,-6,-6,-6,-6,0,0,0,3,2,2,2,2,2,-6,2,2,2,2,2,-6,-6,-6,-6,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"150","0150","01500",1,1,1,3,-6,3,-6,4,-6,7,-6,7,-6,3,-6,3,-6,3,-6,1,4,1,5,40,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,4,4,4,4,3,3,4,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"151","0151","01510",1,1,1,3,-6,4,-6,2,-6,6,-6,7,-6,6,-6,7,-6,7,-6,1,4,1,5,45,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,4,4,4,4,4,4,4,4,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"152","0152","01520",1,1,1,5,-6,3,-6,3,-6,7,-6,7,-6,3,-6,7,-6,7,-6,1,4,1,4,40,-6,-6,-6,-6,0,0,0,0,2,2,0,0,1,4,2,2,3,4,2,4,4,4,4,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"153","0153","01530",1,2,2,7,-6,3,-6,3,-6,2,-6,4,-6,0,-6,5,-6,4,-6,2,-6,1,4,40,-6,-6,-6,-6,0,0,0,0,1,0,1,1,2,-6,4,3,3,3,3,3,3,3,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"154","0154","01540",1,3,1,4,-6,1,-6,1,-6,3,-6,7,-6,2,-6,2,-6,4,-6,2,-6,1,1,45,-6,-6,-6,-6,1,0,1,3,4,4,2,4,2,-6,2,2,4,4,2,3,2,4,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"155","0155","01550",1,1,1,7,-6,7,-6,7,-6,7,-6,7,-6,2,-6,2,-6,7,-6,1,4,1,5,9,-6,-6,-6,-6,4,7,7,7,7,1,2,7,2,-6,1,1,1,1,1,-6,-6,-6,-6,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"156","0156","01560",1,1,1,5,-6,7,-6,7,-6,7,-6,7,-6,5,-6,5,-6,7,-6,2,-6,1,1,45,-6,-6,-6,-6,5,0,0,7,5,5,0,7,2,-6,1,1,1,1,3,-6,-6,-6,-6,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"157","0157","01570",1,2,2,0,-6,7,-6,2,-6,3,-6,7,-6,2,-6,7,-6,3,-6,2,-6,2,-6,-6,-6,-6,-6,-6,-2,-2,-2,-2,-2,-2,-2,-2,2,-6,4,2,4,2,3,-2,-2,-2,-2,-6,1,4,3,4,5,5,5,5,5,5,5,5,4
"158","0158","01580",1,1,1,7,-6,7,-6,0,-6,7,-6,7,-6,2,-6,6,-6,6,-6,2,-6,1,1,30,-6,-6,-6,-6,0,2,0,1,7,1,1,2,2,-6,3,3,1,3,2,3,1,3,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"159","0159","01590",1,1,4,5,-6,7,-6,7,-6,2,-6,7,-6,2,-6,4,-6,7,-6,1,4,1,3,20,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,4,4,4,4,4,4,4,4,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"160","0160","01600",1,2,3,3,-6,3,-6,3,-6,5,-6,5,-6,5,-6,3,-6,5,-6,1,4,1,3,36,-6,-6,-6,-6,3,3,3,5,5,3,3,3,2,-6,1,1,1,2,1,-6,-6,-6,-6,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"161","0161","01610",1,1,1,2,-6,2,-6,2,-6,5,-6,7,-6,1,-6,1,-6,7,-6,2,-6,1,3,15,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,4,4,4,4,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"162","0162","01620",1,2,1,3,-6,7,-6,7,-6,7,-6,7,-6,7,-6,4,-6,7,-6,1,4,1,4,33,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,4,4,4,4,1,2,2,2,3,3,5,4,4,3,2,3,3,2
"163","0163","01630",1,3,1,3,-6,3,-6,5,-6,6,-6,7,-6,3,-6,2,-6,2,-6,2,-6,1,3,15,-6,-6,-6,-6,2,3,1,3,5,2,1,7,2,-6,1,2,2,1,2,-6,-6,-6,-6,1,2,3,3,4,3,5,5,3,6,4,4,4,6
"164","0164","01640",1,2,2,5,-6,6,-6,6,-6,5,-6,7,-6,6,-6,5,-6,7,-6,2,-6,1,3,20,-6,-6,-6,-6,6,5,5,6,7,6,5,7,2,-6,1,1,1,1,1,-6,-6,-6,-6,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
