"","idnum","mothid3","cm3fint","m3a4","m3a4b","m3a8c","m3a9","cm3age","cm3b_age","m3a4a","m3a4a1","m3a4a2","m3b4a","m3b4c","m3b4d","m3b4e","m3b4f","m3b4b","m3b4m","m3b4g","m3b4h","m3b4i","m3b4k","m3b4l","m3b5","m3b5a","m3b7","m3b7a","m3c1","m3c1a","m3c2a","m3c2b1","m3c2b2","m3c2c","m3c2d","m3c3a","m3c3f","m3c3g","m3c3h","m3c3j","m3c3b","m3c3m","m3c4","m3c3c","m3c3d","m3c3e","m3c3i","m3c3k","m3c3l"
"4083","4083","40830",1,2,7,1,-6,27,34,1,1,2,7,7,5,5,7,7,7,5,7,7,3,0,1,3,1,40,1,-6,-6,-6,-6,-6,-6,5,5,5,7,2,7,7,1,7,5,7,7,3,0
"4084","4084","40840",0,2,2,2,1,41,34,1,4,2,7,7,7,7,7,7,6,7,7,7,0,0,2,-6,1,40,2,2,20,-6,-6,1,5,3,1,0,2,0,3,1,2,7,1,2,-2,0,0
"4085","4085","40850",0,5,-6,2,6,39,33,-6,-6,-6,7,7,7,2,7,7,7,3,3,7,3,2,1,4,1,3,2,2,0,2,2002,1,8,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
"4086","4086","40860",1,4,-6,2,1,23,42,-6,-6,-6,2,7,2,0,4,7,7,0,7,7,2,3,2,-6,1,40,2,2,12,-6,-6,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
"4087","4087","40870",0,4,-6,2,2,23,40,-6,-6,-6,7,7,7,7,7,7,7,7,7,7,2,7,2,-6,2,-6,2,2,20,-6,-6,1,15,2,2,2,2,1,2,2,2,2,2,2,2,1,1
"4088","4088","40880",1,1,-6,1,-6,33,35,-6,1,1,7,7,7,7,4,7,7,4,7,7,2,7,1,4,2,-6,1,-6,-6,-6,-6,-6,-6,2,0,4,0,1,7,3,2,7,0,2,7,1,1
"4089","4089","40890",1,4,-6,2,1,25,37,-6,-6,-6,3,7,3,7,7,7,7,3,3,7,1,7,2,-6,2,-6,2,2,30,-6,-6,1,30,2,3,7,0,2,7,2,2,7,3,3,7,1,2
"4090","4090","40900",1,3,-6,2,3,23,38,-6,-6,-6,1,7,5,3,5,7,6,5,4,7,2,7,1,4,1,35,2,2,6,-6,-6,1,80,0,-2,-2,1,1,2,1,2,2,2,-2,-2,2,-2
"4091","4091","40910",1,2,7,1,-6,28,33,1,1,2,7,7,7,7,1,7,3,3,0,7,0,0,2,-6,1,-2,1,-6,-6,-6,-6,-6,-6,0,7,7,7,0,7,7,1,7,7,7,7,0,0
"4092","4092","40920",0,2,7,1,-6,31,36,1,1,2,4,7,7,3,7,7,7,7,7,7,2,7,1,4,1,24,1,-6,-6,-6,-6,-6,-6,4,5,5,7,7,7,7,1,7,2,7,7,2,7
"4093","4093","40930",1,4,-6,2,1,23,36,-6,-6,-6,4,7,7,7,7,7,7,7,7,7,1,0,2,-6,2,-6,2,2,30,-6,-6,1,999,7,3,3,7,1,7,3,2,7,7,7,7,1,0
"4094","4094","40940",1,1,-6,1,-6,31,36,-6,1,1,4,7,7,5,7,7,7,3,5,4,1,7,2,-6,1,40,1,-6,-6,-6,-6,-6,-6,4,2,5,4,1,7,2,2,7,7,7,4,2,5
"4095","4095","40950",1,2,7,1,-6,24,38,1,1,2,3,7,7,3,2,7,3,2,4,7,2,0,1,3,2,-6,1,-6,-6,-6,-6,-6,-6,3,1,3,3,2,7,3,1,7,3,7,4,2,0
"4096","4096","40960",1,1,-6,1,-6,36,37,-6,1,1,7,7,7,3,7,7,7,7,7,7,2,0,2,-6,2,-6,1,-6,-6,-6,-6,-6,-6,3,5,6,7,2,7,7,2,7,3,4,7,2,0
"4097","4097","40970",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"4098","4098","40980",1,2,7,1,-6,28,37,1,1,2,4,7,7,5,5,7,7,4,6,7,2,7,1,3,2,-6,1,-6,-6,-6,-6,-6,-6,4,4,3,5,1,7,7,2,7,4,5,7,1,7
"4099","4099","40990",1,1,-6,1,-6,23,33,-6,1,1,7,7,7,7,7,7,7,7,7,7,0,0,2,-6,1,3,1,-6,-6,-6,-6,-6,-6,0,0,0,0,1,7,3,2,7,5,0,7,0,0
"4100","4100","41000",1,2,4,1,-6,36,36,2,1,2,2,7,5,5,5,7,7,5,5,7,2,1,1,4,2,-6,1,-6,-6,-6,-6,-6,-6,2,2,2,2,3,7,0,2,7,2,2,7,2,2
"4101","4101","41010",1,1,-6,1,-6,25,37,-6,1,1,5,7,7,7,7,7,7,7,7,7,1,7,2,-6,1,15,1,-6,-6,-6,-6,-6,-6,5,5,7,7,7,7,7,1,7,7,7,7,1,0
"4102","4102","41020",1,1,2,2,2,25,34,-6,2,2,7,7,2,0,2,7,7,2,1,3,2,7,1,2,2,-6,1,-6,-6,-6,-6,-6,-6,4,1,1,1,0,7,7,1,7,1,1,7,0,5
"4103","4103","41030",0,2,4,2,1,32,33,1,4,2,7,7,7,7,7,7,7,7,7,7,3,7,2,-6,1,50,2,2,30,-6,-6,1,-2,4,4,4,5,3,7,4,2,7,3,4,7,3,3
"4104","4104","41040",0,5,-6,2,5,36,34,-6,-6,-6,2,7,0,3,1,7,7,1,0,5,1,7,2,-6,2,-6,2,2,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
"4105","4105","41050",1,2,7,1,-6,25,34,1,1,2,2,7,3,4,6,7,6,2,0,6,1,0,1,4,2,-6,1,-6,-6,-6,-6,-6,-6,5,4,0,6,2,6,2,1,6,0,5,6,1,0
"4106","4106","41060",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"4107","4107","41070",1,5,-6,2,5,27,33,-6,-6,-6,0,7,0,2,0,7,7,0,7,4,1,7,1,1,2,-6,2,2,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
"4108","4108","41080",1,2,7,1,-6,29,38,1,1,2,2,7,5,7,4,7,7,1,2,7,2,7,1,3,2,-6,1,-6,-6,-6,-6,-6,-6,2,3,1,3,7,7,2,2,7,3,7,7,2,5
"4109","4109","41090",1,2,7,1,-6,28,33,1,1,2,7,7,0,0,7,7,7,7,7,7,1,0,2,-6,2,-6,1,-6,-6,-6,-6,-6,-6,3,3,0,7,4,7,4,1,7,4,0,7,1,0
"4110","4110","41100",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"4111","4111","41110",1,1,-6,1,-6,27,35,-6,1,1,3,7,4,4,7,7,7,3,4,4,2,2,1,4,2,-6,1,-6,-6,-6,-6,-6,-6,3,2,2,3,1,7,2,1,7,2,2,3,2,1
"4112","4112","41120",1,4,-6,2,2,22,37,-6,-6,-6,3,7,3,6,3,7,7,3,4,7,2,2,1,3,2,-6,2,2,28,-6,-6,1,-2,1,-2,2,2,7,4,2,-2,6,5,2,7,4,4
"4113","4113","41130",1,1,-6,1,-6,38,35,-6,1,1,7,7,7,7,7,7,7,7,7,5,1,0,2,-6,2,-6,1,-6,-6,-6,-6,-6,-6,3,5,3,7,5,7,7,2,7,5,-2,-2,1,0
"4114","4114","41140",1,4,-6,2,3,35,39,-6,-6,-6,7,7,7,7,7,7,7,7,7,7,2,7,2,-6,1,40,2,2,4,-6,-6,1,18,2,2,2,2,2,2,2,-2,2,2,2,2,1,2
"4115","4115","41150",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"4116","4116","41160",1,1,-6,1,-6,31,40,-6,1,1,7,7,7,7,7,7,7,2,4,7,2,7,1,4,1,30,1,-6,-6,-6,-6,-6,-6,-2,3,3,2,2,7,6,2,7,2,1,7,2,7
"4117","4117","41170",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"4118","4118","41180",1,1,-6,1,-6,34,34,-6,1,1,5,7,7,7,4,7,7,4,7,7,1,7,2,-6,2,-6,1,-6,-6,-6,-6,-6,-6,2,0,1,3,1,7,0,2,7,7,7,7,2,5
"4119","4119","41190",1,1,-6,1,-6,27,36,-6,1,1,7,7,4,2,4,7,7,4,4,1,1,2,1,3,1,40,1,-6,-6,-6,-6,-6,-6,1,3,3,5,1,7,7,1,7,2,3,4,1,1
"4120","4120","41200",1,1,-6,1,-6,32,34,-6,1,1,2,7,7,7,3,7,7,3,7,7,1,7,2,-6,2,-6,1,-6,-6,-6,-6,-6,-6,2,3,3,3,1,7,7,2,7,2,7,7,1,1
"4121","4121","41210",1,2,2,1,-6,24,42,1,1,2,4,7,7,7,4,7,7,7,3,7,1,7,1,4,2,-6,1,-6,-6,-6,-6,-6,-6,7,3,3,3,1,7,2,1,7,7,3,7,1,3
"4122","4122","41220",1,1,-6,1,-6,23,33,-6,1,1,7,7,7,5,7,7,7,7,7,7,2,7,1,4,2,-6,1,-6,-6,-6,-6,-6,-6,0,5,7,7,4,7,7,2,7,5,0,7,2,7
"4123","4123","41230",1,2,3,2,1,36,37,1,2,2,7,7,7,5,7,7,7,7,4,4,1,7,1,4,2,-6,1,-6,-6,-6,-6,-6,-6,3,3,4,3,2,7,4,1,7,3,4,7,1,3
"4124","4124","41240",0,1,-6,1,-6,31,41,-6,1,1,7,7,7,6,5,7,7,7,4,7,2,7,2,-6,1,20,1,-6,-6,-6,-6,-6,-6,7,7,7,4,2,7,7,2,7,7,7,7,0,7
"4125","4125","41250",1,1,-6,1,-6,39,34,-6,1,1,6,7,4,5,5,7,5,6,5,6,1,7,2,-6,2,-6,1,-6,-6,-6,-6,-6,-6,4,4,5,3,1,7,3,2,7,3,4,4,1,3
"4126","4126","41260",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"4127","4127","41270",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"4128","4128","41280",0,5,-6,-6,-6,35,43,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,2,2,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
"4129","4129","41290",1,5,-6,2,5,24,33,-6,-6,-6,7,7,7,7,7,7,7,7,7,7,1,7,2,-6,1,40,2,2,3,-6,-6,2,-6,0,0,0,0,0,0,0,2,0,0,0,0,0,0
"4130","4130","41300",0,2,7,1,-6,27,38,1,1,2,7,7,7,5,7,7,7,7,7,7,1,0,1,4,2,-6,1,-6,-6,-6,-6,-6,-6,1,3,1,4,1,7,7,2,7,2,1,7,2,0
"4131","4131","41310",1,3,-6,2,5,28,36,-6,-6,-6,5,7,0,2,2,7,7,4,0,7,1,1,1,4,1,35,2,2,30,-6,-6,2,-6,0,0,1,0,1,0,0,2,1,0,0,1,1,0
"4132","4132","41320",1,1,-6,1,-6,28,35,-6,1,1,6,7,7,7,7,4,7,7,7,6,4,7,2,-6,2,-6,1,-6,-6,-6,-6,-6,-6,5,7,5,7,7,7,5,2,7,7,7,7,5,5
"4133","4133","41330",1,1,-6,1,-6,27,36,-6,1,1,7,7,7,7,7,7,7,7,7,7,4,7,1,3,1,4,1,-6,-6,-6,-6,-6,-6,7,7,7,7,0,7,7,1,7,4,7,5,4,7
"4134","4134","41340",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"4135","4135","41350",1,4,-6,2,2,24,35,-6,-6,-6,3,7,7,7,5,7,7,5,3,7,3,2,2,-6,2,-6,2,2,14,-6,-6,1,180,2,4,4,7,7,7,7,2,7,7,7,7,2,7
"4136","4136","41360",1,2,7,1,-6,19,35,1,1,2,1,7,2,1,3,7,7,1,4,4,1,2,2,-6,2,-6,1,-6,-6,-6,-6,-6,-6,0,2,0,2,3,7,2,2,7,0,1,3,1,0
"4137","4137","41370",1,1,-6,1,-6,31,34,-6,1,1,2,7,7,7,7,7,1,7,0,7,2,0,1,4,1,35,1,-6,-6,-6,-6,-6,-6,3,1,1,2,2,7,7,-2,7,7,7,2,2,0
"4138","4138","41380",0,2,2,2,1,23,33,1,2,2,7,7,7,7,7,7,7,3,5,7,2,2,1,4,1,60,1,-6,-6,-6,-6,-6,-6,7,0,1,5,2,7,0,2,7,5,5,7,2,2
"4139","4139","41390",1,2,2,2,1,25,36,1,4,2,2,7,1,2,4,7,7,2,1,5,1,0,1,2,1,40,2,2,20,-6,-6,1,-2,1,0,0,0,1,4,1,2,7,0,1,2,1,3
"4140","4140","41400",1,2,4,2,1,40,35,1,2,2,7,7,7,4,3,7,0,2,7,7,1,0,1,3,1,55,1,-6,-6,-6,-6,-6,-6,0,0,0,0,0,2,0,1,3,0,0,0,0,0
"4141","4141","41410",1,1,-6,1,-6,41,40,-6,1,1,7,7,7,0,3,7,7,3,7,7,2,7,2,-6,2,-6,1,-6,-6,-6,-6,-6,-6,7,7,7,7,2,7,7,2,7,2,7,7,2,0
"4142","4142","41420",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"4143","4143","41430",1,4,-6,2,2,25,35,-6,-6,-6,7,7,7,2,4,7,7,4,7,7,1,0,2,-6,1,40,2,2,2,-6,-6,1,10,0,0,0,2,2,0,0,2,2,0,0,0,0,0
"4144","4144","41440",1,1,-6,1,-6,23,34,-6,1,1,4,7,5,3,5,7,7,0,4,5,1,7,1,4,2,-6,1,-6,-6,-6,-6,-6,-6,3,1,0,1,2,7,2,2,7,0,0,3,1,3
"4145","4145","41450",0,5,-6,2,6,18,36,-6,-6,-6,5,7,5,3,0,7,7,3,4,5,5,7,1,1,2,-6,2,2,0,6,2001,2,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
"4146","4146","41460",1,2,2,2,1,29,33,1,2,2,7,7,2,7,4,7,7,4,2,2,1,7,1,4,1,20,1,-6,-6,-6,-6,-6,-6,-2,-2,-2,7,4,4,1,1,7,2,7,7,4,4
"4147","4147","41470",1,2,7,1,-6,23,36,1,1,2,3,7,2,4,4,7,2,4,2,5,1,0,2,-6,2,-6,1,-6,-6,-6,-6,-6,-6,2,2,2,1,4,5,5,2,7,1,3,5,1,0
"4148","4148","41480",1,3,-6,2,3,29,34,-6,-6,-6,7,7,7,7,7,7,7,7,7,7,1,7,2,-6,1,50,2,2,0,7,2002,2,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
"4149","4149","41490",0,4,-6,2,3,25,39,-6,-6,-6,3,7,7,7,4,7,7,4,7,7,2,0,2,-6,1,15,2,2,-2,-6,-6,1,-2,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
"4150","4150","41500",1,3,-6,2,2,25,43,-6,-6,-6,4,7,2,4,4,7,7,0,3,7,2,0,1,2,1,50,2,2,20,-6,-6,1,800,-2,-2,-2,-2,2,4,0,-2,7,0,-2,4,3,0
"4151","4151","41510",1,4,-6,2,-2,30,42,-6,-6,-6,2,7,7,0,7,7,7,4,7,7,1,7,2,-6,2,-6,2,2,30,-6,-6,2,-6,3,3,3,4,3,7,7,2,7,7,3,4,1,7
"4152","4152","41520",1,4,-6,2,3,23,35,-6,-6,-6,7,7,7,7,3,7,7,3,7,7,1,7,2,-6,1,40,2,2,2,-6,-6,1,-2,0,2,2,2,2,2,2,2,2,2,2,2,2,2
"4153","4153","41530",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"4154","4154","41540",1,1,-6,1,-6,35,35,-6,1,1,2,7,5,3,3,7,3,3,4,3,4,7,1,4,2,-6,1,-6,-6,-6,-6,-6,-6,1,1,1,3,2,7,3,1,7,3,3,3,2,1
"4155","4155","41550",1,2,7,1,-6,23,33,1,1,2,6,7,7,7,6,7,7,6,7,7,1,2,1,4,2,-6,1,-6,-6,-6,-6,-6,-6,7,5,5,4,1,7,4,1,7,5,5,7,1,1
"4156","4156","41560",1,1,-6,1,-6,26,35,-6,1,1,4,7,7,5,7,7,2,7,7,7,2,0,2,-6,1,40,1,-6,-6,-6,-6,-6,-6,3,4,4,5,4,7,2,2,7,5,4,7,2,0
"4157","4157","41570",1,1,-6,1,-6,28,33,-6,1,1,4,7,0,0,7,7,7,7,7,7,0,3,2,-6,2,-6,1,-6,-6,-6,-6,-6,-6,7,7,5,7,1,7,7,2,7,0,5,4,3,0
"4158","4158","41580",1,2,7,1,-6,36,32,1,1,2,7,7,7,3,7,7,7,7,3,7,0,0,2,-6,2,-6,1,-6,-6,-6,-6,-6,-6,2,0,0,4,0,7,3,2,7,2,3,7,0,0
"4159","4159","41590",1,2,7,1,-6,39,36,1,1,2,5,7,5,5,7,7,7,5,5,7,2,2,1,4,1,40,1,-6,-6,-6,-6,-6,-6,5,3,3,5,5,7,2,2,7,3,3,5,3,3
"4160","4160","41600",1,2,7,1,-6,32,35,1,1,2,5,7,2,3,7,7,7,7,7,7,1,7,1,3,1,40,1,-6,-6,-6,-6,-6,-6,7,3,7,7,2,7,7,1,7,7,7,7,1,7
"4161","4161","41610",1,1,-6,1,-6,35,33,-6,1,1,5,7,5,4,7,7,4,0,7,5,1,7,2,-6,1,40,1,-6,-6,-6,-6,-6,-6,0,3,0,4,1,7,5,2,7,4,4,7,1,7
"4162","4162","41620",1,3,-6,2,3,26,34,-6,-6,-6,4,7,7,3,4,7,7,4,7,7,3,0,1,4,2,-6,2,2,0,8,2002,1,120,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
"4163","4163","41630",1,4,-6,2,3,24,36,-6,-6,-6,2,7,7,7,1,7,7,2,7,7,1,0,1,4,1,40,2,2,20,-6,-6,1,600,-2,0,7,7,2,5,0,1,7,7,7,7,3,0
"4164","4164","41640",1,1,-6,1,-6,26,33,-6,1,1,0,7,2,0,1,7,7,0,4,3,2,0,1,3,2,-6,1,-6,-6,-6,-6,-6,-6,0,0,0,1,0,7,1,1,7,2,0,1,1,1
"4165","4165","41650",1,1,-6,1,-6,22,36,-6,1,1,3,7,7,2,3,7,7,4,3,7,3,2,2,-6,1,30,1,-6,-6,-6,-6,-6,-6,2,4,3,3,3,7,3,2,7,7,3,7,4,2
"4166","4166","41660",1,2,7,1,-6,21,34,1,1,2,6,7,7,7,7,7,7,7,7,7,3,7,2,-6,1,8,1,-6,-6,-6,-6,-6,-6,3,3,3,4,0,5,2,2,7,5,7,7,3,7
"4167","4167","41670",1,1,-6,1,-6,29,36,-6,1,1,4,7,5,3,7,7,7,5,4,5,1,0,2,-6,2,-6,1,-6,-6,-6,-6,-6,-6,3,4,3,3,2,7,7,2,7,2,2,7,2,0
"4168","4168","41680",0,5,-6,2,6,24,33,-6,-6,-6,7,7,7,3,7,7,7,7,7,7,1,0,2,-6,1,20,2,2,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
"4169","4169","41690",1,1,-6,1,-6,35,36,-6,1,1,7,7,7,7,7,7,7,7,7,7,1,7,1,4,2,-6,1,-6,-6,-6,-6,-6,-6,1,1,7,7,1,7,3,1,7,7,7,7,1,7
"4170","4170","41700",1,2,7,1,-6,22,35,1,1,2,5,7,5,7,5,7,7,5,7,5,1,5,2,-6,2,-6,1,-6,-6,-6,-6,-6,-6,5,5,5,4,1,7,7,1,7,4,5,5,1,7
"4171","4171","41710",1,2,7,1,-6,23,34,1,2,2,7,7,7,7,0,7,7,1,7,7,2,2,1,4,2,-6,1,-6,-6,-6,-6,-6,-6,2,1,1,0,0,7,2,2,7,2,2,2,2,2
"4172","4172","41720",1,3,-6,2,4,21,36,-6,-6,-6,7,7,2,7,1,7,7,0,7,7,3,0,2,-6,2,-6,2,2,0,11,2002,2,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
"4173","4173","41730",1,1,-6,1,-6,24,39,-6,1,1,1,7,7,7,7,7,0,7,7,7,2,2,1,4,2,-6,1,-6,-6,-6,-6,-6,-6,1,1,1,7,7,7,7,2,7,7,1,7,1,7
"4174","4174","41740",1,5,-6,2,3,22,36,-6,-6,-6,7,7,3,7,4,7,7,0,7,7,2,3,1,3,1,40,2,2,0,10,2002,1,10,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
"4175","4175","41750",1,1,-6,1,-6,29,37,-6,1,1,4,7,4,3,0,7,7,0,7,4,0,7,1,3,2,-6,1,-6,-6,-6,-6,-6,-6,-2,0,0,7,7,7,7,2,7,0,0,-2,1,7
"4176","4176","41760",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"4177","4177","41770",1,3,-6,2,3,29,36,-6,-6,-6,7,7,7,3,2,7,7,2,7,7,3,0,2,-6,1,20,2,2,4,-6,-6,1,3,0,0,0,4,4,7,4,2,7,0,0,0,2,0
"4178","4178","41780",0,5,-6,2,4,20,39,-6,-6,-6,5,7,7,5,5,7,3,5,3,7,1,1,2,-6,1,45,2,2,0,12,2000,2,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
"4179","4179","41790",1,5,-6,2,5,24,33,-6,-6,-6,7,7,5,5,3,7,7,4,5,7,4,1,1,2,1,50,2,2,0,7,2001,2,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
"4180","4180","41800",1,1,-6,1,-6,24,36,-6,1,1,7,7,3,4,4,7,7,0,7,3,2,0,2,-6,2,-6,1,-6,-6,-6,-6,-6,-6,1,2,4,5,0,7,0,2,7,7,5,6,2,0
"4181","4181","41810",1,1,-6,1,-6,27,37,-6,1,1,7,7,7,7,7,7,7,7,7,4,4,7,1,4,2,-6,1,-6,-6,-6,-6,-6,-6,0,1,0,2,0,7,0,2,7,3,3,3,4,2
"4182","4182","41820",0,5,-6,2,5,23,35,-6,-6,-6,7,7,7,1,7,7,-2,2,7,7,0,0,1,3,1,77,2,2,1,-6,-6,2,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
"4183","4183","41830",0,3,-6,2,3,24,39,-6,-6,-6,7,7,2,7,7,7,7,7,7,7,3,0,2,-6,1,35,2,2,25,-6,-6,2,-6,3,3,3,3,3,3,3,2,3,0,3,3,1,0
"4184","4184","41840",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"4185","4185","41850",1,2,7,1,-6,24,34,1,1,2,7,7,7,4,7,7,7,4,7,7,2,0,1,3,2,-6,1,-6,-6,-6,-6,-6,-6,3,7,7,3,3,7,7,2,7,1,3,7,2,0
"4186","4186","41860",1,2,5,1,-6,22,34,1,1,2,7,7,3,7,5,7,7,5,5,3,1,7,2,-6,1,25,1,-6,-6,-6,-6,-6,-6,3,5,5,2,5,5,5,2,5,1,2,2,1,1
"4187","4187","41870",1,1,-6,1,-6,33,34,-6,1,1,3,7,3,3,5,7,7,1,3,4,1,7,1,4,1,18,1,-6,-6,-6,-6,-6,-6,0,1,0,3,1,7,2,1,7,1,2,3,1,7
"4188","4188","41880",1,2,0,1,-6,30,37,1,1,2,7,7,7,7,3,7,7,7,3,7,1,7,2,-6,2,-6,1,-6,-6,-6,-6,-6,-6,0,0,0,0,0,0,0,2,7,7,0,3,0,0
"4189","4189","41890",1,1,-6,1,-6,40,34,-6,1,1,7,7,7,7,7,7,7,7,7,7,1,7,1,4,1,20,1,-6,-6,-6,-6,-6,-6,3,1,1,3,7,7,7,2,7,3,4,7,1,7
"4190","4190","41900",0,4,-6,2,1,25,35,-6,-6,-6,7,7,7,5,7,7,7,7,7,7,2,0,2,-6,1,8,2,2,25,-6,-6,2,-6,2,2,3,3,0,4,0,2,4,4,4,4,1,0
"4191","4191","41910",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"4192","4192","41920",1,1,-6,1,-6,23,33,-6,1,1,7,7,4,5,7,7,7,7,5,5,1,0,1,3,2,-6,1,-6,-6,-6,-6,-6,-6,3,0,0,3,0,3,4,1,3,2,0,2,0,0
"4193","4193","41930",1,2,7,1,-6,27,38,1,1,2,3,7,0,3,2,7,0,2,7,7,2,0,2,-6,1,20,1,-6,-6,-6,-6,-6,-6,-2,1,0,0,7,7,0,2,7,0,-2,3,3,0
"4194","4194","41940",1,1,-6,1,-6,33,33,-6,1,1,2,-2,5,4,3,7,2,0,7,7,1,0,2,-6,2,-6,1,-6,-6,-6,-6,-6,-6,5,4,2,1,1,7,5,2,5,5,5,5,0,2
"4195","4195","41950",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"4196","4196","41960",1,1,-6,1,-6,31,34,-6,1,1,7,7,7,3,0,7,7,3,7,7,0,0,1,2,2,-6,1,-6,-6,-6,-6,-6,-6,0,0,4,2,3,7,1,1,7,4,0,7,0,0
