"","idnum","mothid2","cm2fint","m2a4","m2a4d","m2a10","m2a11","cm2age","cm2b_age","m2b15","m2b18a","m2b18b","m2b18c","m2b18d","m2b18e","m2b18f","m2b18g","m2b18h","m2b19","m2b19a","mx2b20b","m2b21","m2b21a","m2c1","m2c1a","m2c2a","m2c2b1","m2c2b2","m2c2e","m2c2f","m2c3a","m2c3b","m2c3c","m2c3d","m2c3e","m2c3f","m2c3g","m2c3h","m2c3i","m2c3j","mx2c2c","m2c4"
"1204","1204","12040",1,-6,-6,2,5,23,17,0,201,201,201,201,201,201,201,201,2,-6,-5,1,3,2,2,1,-6,-6,2,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-5,-6
"1205","1205","12050",1,-6,-6,1,-6,33,13,0,7,7,4,2,7,1,7,7,2,-6,-5,2,-6,1,-6,-6,-6,-6,-6,-6,7,1,2,2,7,1,7,7,7,4,-5,2
"1206","1206","12060",0,-6,-6,2,1,41,17,0,201,201,203,205,202,203,201,201,2,-6,-5,1,40,2,2,30,-6,-6,1,-2,201,202,202,202,202,202,202,202,201,202,-5,2
"1207","1207","12070",1,-6,-6,2,2,26,18,0,7,7,4,4,7,7,7,7,2,-6,-5,1,40,2,2,0,11,2000,2,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-5,-6
"1208","1208","12080",1,-6,-6,1,-6,39,12,0,7,7,7,7,7,1,7,7,1,4,-5,2,-6,1,-6,-6,-6,-6,-6,-6,7,3,2,7,4,1,3,4,7,2,-5,2
"1209","1209","12090",1,-6,-6,2,2,34,16,0,7,7,2,2,5,7,7,7,2,-6,-5,1,40,2,2,1,-6,-6,2,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-5,-6
"1210","1210","12100",1,-6,-6,2,2,24,11,0,3,2,1,1,4,3,7,7,2,-6,-5,1,30,2,2,0,3,2001,1,30,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-5,-6
"1211","1211","12110",1,-6,-6,1,-6,22,11,0,7,5,7,3,7,3,7,7,2,-6,-5,2,-6,1,-6,-6,-6,-6,-6,-6,7,3,3,2,7,3,7,7,7,7,-5,2
"1212","1212","12120",1,-6,-6,1,-6,22,12,0,202,202,202,-5,-5,-5,-5,-5,2,-6,4,2,-6,1,-6,-6,-6,-6,-6,-6,-5,-5,204,-5,201,-5,-5,202,-5,-5,2,2
"1213","1213","12130",1,-6,-6,2,2,22,18,2,7,2,5,5,4,2,7,7,1,4,-5,2,-6,2,2,10,-6,-6,1,-2,-2,-2,-2,-2,-2,-2,2,2,2,2,-5,2
"1214","1214","12140",1,-6,-6,1,-6,25,29,0,7,7,7,7,7,1,7,7,2,-6,-5,1,6,1,-6,-6,-6,-6,-6,-6,5,5,7,7,7,1,0,1,7,7,-5,2
"1215","1215","12150",0,-6,-6,2,3,26,18,0,7,7,3,0,7,3,7,7,2,-6,-5,1,30,2,2,10,-6,-6,1,78,2,2,0,0,2,1,2,2,2,1,-5,2
"1216","1216","12160",0,-6,-6,1,-6,24,16,0,201,201,201,202,201,201,201,201,1,3,-5,1,40,1,-6,-6,-6,-6,-6,-6,201,202,201,201,201,201,201,201,201,201,-5,1
"1217","1217","12170",0,-6,-6,2,1,19,15,2,7,7,2,7,7,7,7,7,2,-6,-5,1,5,1,-6,-6,-6,-6,-6,-6,7,3,1,7,7,4,2,1,7,3,-5,2
"1218","1218","12180",1,-6,-6,1,-6,27,17,0,7,1,1,0,7,3,7,7,1,4,-5,1,40,1,-6,-6,-6,-6,-6,-6,3,0,0,0,5,0,7,7,7,5,-5,1
"1219","1219","12190",1,-6,-6,1,-6,20,12,0,7,7,4,4,7,7,7,7,2,-6,-5,2,-6,1,-6,-6,-6,-6,-6,-6,6,7,4,3,5,7,7,7,7,7,-5,2
"1220","1220","12200",1,-6,-6,1,-6,32,13,0,5,7,3,0,4,0,7,7,2,-6,-5,1,40,1,-6,-6,-6,-6,-6,-6,-2,4,-2,-2,1,0,-2,-2,7,0,-5,2
"1221","1221","12210",1,-6,-6,1,-6,39,13,1,2,5,1,0,7,3,7,7,2,-6,-5,1,-2,1,-6,-6,-6,-6,-6,-6,7,5,0,2,5,-2,7,7,7,7,-5,2
"1222","1222","12220",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"1223","1223","12230",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"1224","1224","12240",1,-6,-6,2,1,28,13,0,5,5,7,2,7,7,7,7,2,-6,-5,1,30,1,-6,-6,-6,-6,-6,-6,-1,-1,-1,-1,-1,-1,7,7,7,7,-5,2
"1225","1225","12250",1,-6,-6,1,-6,22,26,1,4,5,5,4,5,3,7,7,1,3,-5,2,-6,1,-6,-6,-6,-6,-6,-6,3,3,2,3,3,4,5,4,7,7,-5,2
"1226","1226","12260",0,-6,-6,2,3,20,16,0,7,7,5,7,7,3,7,7,1,2,-5,2,-6,2,2,15,-6,-6,1,15,3,0,3,3,2,0,3,3,3,3,-5,2
"1227","1227","12270",1,-6,-6,1,-6,35,16,0,7,7,4,3,7,1,7,5,2,-6,-5,2,-6,1,-6,-6,-6,-6,-6,-6,4,3,1,3,3,1,1,3,7,2,-5,2
"1228","1228","12280",1,-6,-6,2,1,21,12,0,7,5,2,2,7,7,7,7,1,4,-5,1,25,2,2,20,-6,-6,1,55,3,2,0,0,5,2,7,7,7,7,-5,2
"1229","1229","12290",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"1230","1230","12300",1,-6,-6,2,1,40,13,0,7,7,7,1,7,1,7,7,2,-6,-5,2,-6,1,-6,-6,-6,-6,-6,-6,7,7,7,7,7,4,7,7,7,3,-5,2
"1231","1231","12310",1,-6,-6,1,-6,28,12,0,5,5,2,0,7,3,7,7,2,-6,-5,2,-6,1,-6,-6,-6,-6,-6,-6,3,3,0,0,7,2,7,7,7,7,-5,2
"1232","1232","12320",1,-6,-6,1,-6,20,12,0,7,5,7,7,7,0,7,7,2,-6,-5,2,-6,1,-6,-6,-6,-6,-6,-6,7,3,2,2,7,0,7,7,7,7,-5,2
"1233","1233","12330",0,-6,-6,2,3,23,24,1,4,7,4,1,7,0,7,7,1,2,-5,1,40,2,2,0,5,2001,2,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-5,-6
"1234","1234","12340",1,-6,-6,1,-6,35,12,0,7,7,1,1,7,2,7,7,2,-6,-5,1,30,1,-6,-6,-6,-6,-6,-6,7,5,0,0,7,3,7,7,7,2,-5,2
"1235","1235","12350",1,-6,-6,1,-6,29,16,0,201,201,201,201,201,203,201,201,2,-6,-5,2,-6,1,-6,-6,-6,-6,-6,-6,201,201,201,201,201,202,201,201,201,201,-5,2
"1236","1236","12360",1,-6,-6,1,-6,29,18,0,5,7,7,7,7,1,7,7,1,4,-5,2,-6,1,-6,-6,-6,-6,-6,-6,3,1,5,6,2,1,1,3,7,1,-5,2
"1237","1237","12370",0,-6,-6,-6,-6,30,21,0,3,1,2,7,1,3,7,7,1,2,-5,1,40,2,2,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-5,-6
"1238","1238","12380",1,-6,-6,2,1,31,24,5,5,7,3,3,7,5,7,7,1,2,-5,2,-6,2,2,8,-6,-6,1,7,1,1,1,1,1,3,3,3,3,3,-5,2
"1239","1239","12390",1,-6,-6,1,-6,41,28,0,3,7,2,7,7,1,7,7,2,-6,-5,2,-6,1,-6,-6,-6,-6,-6,-6,7,7,1,7,7,1,7,7,7,7,-5,2
"1240","1240","12400",0,-6,-6,2,1,27,13,0,7,7,7,7,7,2,7,7,2,-6,-5,1,25,2,2,2,-6,-6,1,180,0,7,7,7,0,0,0,0,0,0,-5,2
"1241","1241","12410",1,-6,-6,1,-6,21,17,0,5,3,3,3,5,1,7,7,1,3,-5,1,40,1,-6,-6,-6,-6,-6,-6,7,3,3,5,7,0,0,7,7,0,-5,1
"1242","1242","12420",1,-6,-6,1,-6,22,17,0,5,3,3,3,4,2,7,7,2,-6,-5,2,-6,1,-6,-6,-6,-6,-6,-6,5,6,4,4,7,3,1,5,7,5,-5,2
"1243","1243","12430",1,-6,-6,2,4,20,13,1,7,7,7,7,7,1,7,7,2,-6,-5,1,9,2,2,0,12,2000,2,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-5,-6
"1244","1244","12440",1,-6,-6,1,-6,18,12,0,4,7,4,4,7,0,7,7,1,4,-5,2,-6,1,-6,-6,-6,-6,-6,-6,4,2,0,0,6,0,3,4,7,5,-5,1
"1245","1245","12450",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"1246","1246","12460",1,-6,-6,1,-6,23,13,0,7,7,5,5,7,0,7,7,2,-6,-5,2,-6,1,-6,-6,-6,-6,-6,-6,7,5,5,5,7,0,7,7,7,7,-5,2
"1247","1247","12470",0,-6,-6,1,-6,21,18,0,7,7,3,6,7,7,7,7,2,-6,-5,2,-6,1,-6,-6,-6,-6,-6,-6,7,6,4,7,7,7,4,6,7,6,-5,2
"1248","1248","12480",1,-6,-6,1,-6,31,16,0,5,7,3,2,7,6,7,7,2,-6,-5,2,-6,1,-6,-6,-6,-6,-6,-6,6,7,0,0,7,6,4,5,7,7,-5,2
"1249","1249","12490",0,-6,-6,2,3,21,21,0,3,7,3,3,7,2,7,7,2,-6,-5,1,40,2,2,1,-6,-6,2,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-5,-6
"1250","1250","12500",1,-6,-6,1,-6,36,20,0,3,3,3,3,3,5,5,5,1,4,-5,1,40,1,-6,-6,-6,-6,-6,-6,3,3,1,3,3,5,4,5,5,5,-5,2
"1251","1251","12510",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"1252","1252","12520",1,-6,-6,1,-6,33,13,0,7,7,3,7,7,3,7,7,2,-6,-5,2,-6,1,-6,-6,-6,-6,-6,-6,4,4,0,2,4,1,4,5,5,2,-5,2
"1253","1253","12530",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"1254","1254","12540",1,-6,-6,2,5,36,14,0,202,202,205,-5,-5,-5,-5,-5,2,-6,3,1,-5,2,2,0,4,1999,-5,-5,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
"1255","1255","12550",1,-6,-6,1,-6,23,12,0,201,201,203,-5,-5,-5,-5,-5,1,3,3,2,-6,1,-6,-6,-6,-6,-6,-6,-5,-5,204,-5,201,-5,-5,201,-5,-5,4,1
"1256","1256","12560",0,-6,-6,1,-6,20,18,0,7,7,7,7,5,3,7,7,1,4,-5,2,-6,1,-6,-6,-6,-6,-6,-6,5,7,3,3,7,2,1,4,7,7,-5,1
"1257","1257","12570",1,-6,-6,1,-6,22,17,0,6,6,4,4,4,2,7,7,2,-6,-5,2,-6,1,-6,-6,-6,-6,-6,-6,7,6,4,5,4,4,7,7,7,7,-5,2
"1258","1258","12580",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"1259","1259","12590",1,-6,-6,1,-6,20,13,0,201,201,202,-5,-5,-5,-5,-5,2,-6,4,1,-5,1,-6,-6,-6,-6,-6,-6,-5,-5,202,-5,201,-5,-5,201,-5,-5,3,2
"1260","1260","12600",1,-6,-6,1,-6,33,21,0,7,7,7,7,7,4,7,7,2,-6,-5,2,-6,1,-6,-6,-6,-6,-6,-6,7,7,7,7,7,3,7,7,7,7,-5,2
"1261","1261","12610",1,-6,-6,1,-6,23,11,0,7,4,2,4,7,4,7,5,2,-6,-5,1,18,1,-6,-6,-6,-6,-6,-6,5,5,-2,5,5,2,5,7,7,2,-5,2
"1262","1262","12620",0,-6,-6,2,2,32,18,0,7,7,3,3,3,4,7,7,1,4,-5,1,40,2,2,15,-6,-6,1,100,1,1,1,1,1,1,6,5,7,1,-5,2
"1263","1263","12630",1,-6,-6,1,-6,34,17,0,201,201,201,202,201,202,201,201,2,-6,-5,1,35,1,-6,-6,-6,-6,-6,-6,201,201,201,202,201,202,201,201,201,201,-5,2
"1264","1264","12640",1,-6,-6,1,-6,26,13,0,7,7,3,3,7,2,7,7,2,-6,-5,2,-6,1,-6,-6,-6,-6,-6,-6,2,2,1,1,2,2,4,7,6,2,-5,2
"1265","1265","12650",1,-6,-6,1,-6,21,19,0,7,7,0,3,7,7,7,7,1,4,-5,2,-6,1,-6,-6,-6,-6,-6,-6,4,3,0,2,7,3,3,7,7,7,-5,2
"1266","1266","12660",1,-6,-6,2,1,27,12,0,7,5,0,4,7,1,7,7,2,-6,-5,2,-6,2,2,8,-6,-6,1,5,0,0,0,0,0,0,0,0,1,0,-5,2
"1267","1267","12670",1,-6,-6,1,-6,41,26,0,7,7,4,4,4,2,7,7,2,-6,-5,1,20,1,-6,-6,-6,-6,-6,-6,7,7,5,5,7,2,7,7,7,7,-5,2
"1268","1268","12680",1,-6,-6,2,3,22,19,0,7,7,1,2,7,1,7,7,1,2,-5,2,-6,2,2,0,1,2001,2,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-5,-6
"1269","1269","12690",1,-6,-6,1,-6,37,23,0,7,5,5,5,7,5,7,7,2,-6,-5,1,40,1,-6,-6,-6,-6,-6,-6,7,7,7,7,7,2,7,7,7,7,-5,2
"1270","1270","12700",1,-6,-6,2,5,28,19,0,7,7,7,2,7,0,7,7,2,-6,-5,2,-6,2,2,1,-6,-6,2,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-5,-6
"1271","1271","12710",1,-6,-6,1,-6,28,13,0,7,7,7,4,7,2,7,7,2,-6,-5,1,4,1,-6,-6,-6,-6,-6,-6,7,2,7,2,7,1,7,5,7,3,-5,1
"1272","1272","12720",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"1273","1273","12730",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"1274","1274","12740",0,-6,-6,1,-6,33,16,0,5,4,3,4,5,5,7,7,2,-6,-5,2,-6,1,-6,-6,-6,-6,-6,-6,4,4,4,4,5,6,3,4,7,3,-5,2
"1275","1275","12750",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"1276","1276","12760",1,-6,-6,1,-6,19,13,0,202,202,202,-5,-5,-5,-5,-5,2,-6,4,2,-6,1,-6,-6,-6,-6,-6,-6,-5,-5,203,-5,201,-5,-5,204,-5,-5,1,2
"1277","1277","12770",1,-6,-6,1,-6,21,19,0,7,4,0,2,1,2,7,7,1,3,-5,1,15,1,-6,-6,-6,-6,-6,-6,7,2,0,1,7,3,4,7,7,7,-5,1
"1278","1278","12780",1,-6,-6,1,-6,35,11,0,7,7,7,7,7,0,7,7,2,-6,-5,1,20,1,-6,-6,-6,-6,-6,-6,7,7,7,7,7,0,7,7,7,7,-5,2
"1279","1279","12790",1,-6,-6,1,-6,42,20,0,7,7,5,5,7,1,7,7,2,-6,-5,2,-6,1,-6,-6,-6,-6,-6,-6,2,3,1,2,0,0,0,2,7,0,-5,2
"1280","1280","12800",1,-6,-6,1,-6,33,22,0,5,5,5,6,7,1,7,7,1,4,-5,1,25,1,-6,-6,-6,-6,-6,-6,1,3,1,2,3,1,1,4,6,4,-5,2
"1281","1281","12810",1,-6,-6,2,2,30,10,1,7,7,2,0,7,1,7,7,2,-6,-5,1,40,2,2,30,-6,-6,2,-6,2,2,2,2,0,3,2,2,2,2,-5,2
"1282","1282","12820",1,-6,-6,1,-6,24,13,3,2,4,4,4,3,3,4,4,2,-6,-5,2,-6,1,-6,-6,-6,-6,-6,-6,5,5,3,5,3,3,4,3,5,5,-5,2
"1283","1283","12830",0,-6,-6,2,0,30,15,0,4,6,2,1,7,0,7,7,2,-6,-5,1,44,2,2,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-5,-6
"1284","1284","12840",1,-6,-6,1,-6,28,11,0,7,7,5,7,7,5,7,7,2,-6,-5,1,1,1,-6,-6,-6,-6,-6,-6,7,7,7,7,7,5,7,7,7,7,-5,2
"1285","1285","12850",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"1286","1286","12860",1,-6,-6,1,-6,37,17,0,7,7,3,3,0,1,7,7,2,-6,-5,1,40,1,-6,-6,-6,-6,-6,-6,7,2,0,3,4,0,7,7,7,7,-5,2
"1287","1287","12870",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"1288","1288","12880",1,-6,-6,1,-6,21,25,0,7,7,4,4,7,7,7,7,1,2,-5,1,20,1,-6,-6,-6,-6,-6,-6,4,7,2,2,7,3,7,7,7,7,-5,1
"1289","1289","12890",0,-6,-6,1,-6,29,12,0,7,2,1,1,1,1,2,7,2,-6,-5,2,-6,1,-6,-6,-6,-6,-6,-6,4,3,2,1,4,1,1,1,7,7,-5,2
"1290","1290","12900",1,-6,-6,2,2,21,18,1,7,3,3,0,7,2,7,7,1,4,-5,2,-6,2,2,14,-6,-6,1,-2,7,-2,-2,-2,-2,-2,-2,-2,-2,-2,-5,-2
"1291","1291","12910",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"1292","1292","12920",1,-6,-6,1,-6,29,12,0,7,7,7,7,7,1,7,7,2,-6,-5,2,-6,1,-6,-6,-6,-6,-6,-6,2,1,0,0,1,1,1,1,4,4,-5,2
"1293","1293","12930",0,-6,-6,2,1,23,17,0,5,5,6,6,4,3,7,7,1,4,-5,1,30,2,2,24,-6,-6,1,365,7,6,6,4,3,3,7,7,7,5,-5,2
"1294","1294","12940",1,-6,-6,2,1,30,19,0,7,7,4,5,7,7,7,7,2,-6,-5,1,40,2,2,30,-6,-6,1,999,4,3,0,3,4,2,5,5,5,3,-5,2
"1295","1295","12950",0,-6,-6,2,3,33,19,1,5,7,4,3,5,3,7,7,2,-6,-5,2,-6,1,-6,-6,-6,-6,-6,-6,1,0,1,1,3,0,3,3,7,7,-5,2
"1296","1296","12960",1,-6,-6,1,-6,23,13,0,7,5,5,3,4,2,7,7,2,-6,-5,2,-6,1,-6,-6,-6,-6,-6,-6,7,2,3,2,7,1,7,7,7,7,-5,2
"1297","1297","12970",0,-6,-6,2,4,29,13,0,201,202,202,-5,-5,-5,-5,-5,2,-6,4,1,-5,2,2,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
"1298","1298","12980",1,-6,-6,1,-6,24,14,0,7,7,7,7,7,0,7,7,2,-6,-5,1,5,1,-6,-6,-6,-6,-6,-6,7,7,0,7,7,0,7,6,7,3,-5,2
"1299","1299","12990",0,-6,-6,2,3,29,17,0,7,6,7,7,4,2,7,7,1,4,-5,1,40,2,2,2,-6,-6,2,-6,-2,-2,-2,-2,0,-2,0,0,1,0,-5,2
"1300","1300","13000",1,-6,-6,2,5,22,12,0,4,2,1,3,4,5,3,4,2,-6,-5,2,-6,2,2,4,-6,-6,2,-6,0,0,0,0,0,0,0,0,0,1,-5,2
"1301","1301","13010",1,-6,-6,2,1,39,14,0,7,7,7,5,7,1,7,5,2,-6,-5,1,40,2,2,25,-6,-6,1,40,3,5,5,3,3,1,3,4,5,3,-5,2
"1302","1302","13020",0,-6,-6,1,-6,24,17,1,201,201,205,205,203,203,201,202,2,-6,-5,2,-6,1,-6,-6,-6,-6,-6,-6,201,201,204,204,201,201,201,201,201,201,-5,2
"1303","1303","13030",1,-6,-6,1,-6,32,12,0,7,3,2,3,5,0,7,7,2,-6,-5,2,-6,1,-6,-6,-6,-6,-6,-6,5,6,2,2,2,3,2,4,7,6,-5,2
"1304","1304","13040",0,-6,-6,1,-6,29,13,0,7,5,5,0,7,1,7,7,2,-6,-5,2,-6,1,-6,-6,-6,-6,-6,-6,4,0,0,0,3,2,2,0,7,0,-5,2
"1305","1305","13050",1,-6,-6,1,-6,21,18,3,7,7,3,3,7,4,7,4,1,1,-5,1,72,1,-6,-6,-6,-6,-6,-6,5,5,0,0,4,4,-2,0,7,4,-5,2
"1306","1306","13060",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"1307","1307","13070",1,-6,-6,2,2,37,13,0,202,201,204,-5,-5,-5,-5,-5,2,-6,4,2,-6,2,2,2,-6,-6,-5,-5,-5,-5,204,-5,203,-5,-5,203,-5,-5,3,2
"1308","1308","13080",1,-6,-6,1,-6,23,13,0,4,4,2,1,5,1,7,7,2,-6,-5,2,-6,1,-6,-6,-6,-6,-6,-6,2,2,3,1,2,0,5,7,7,7,-5,2
"1309","1309","13090",1,-6,-6,2,5,19,11,0,7,4,2,0,4,4,7,7,2,-6,-5,2,-6,2,2,0,9,2000,2,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-5,-6
"1310","1310","13100",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"1311","1311","13110",0,-6,-6,2,2,35,21,0,7,7,7,7,7,2,7,7,2,-6,-5,1,42,2,2,4,-6,-6,2,-6,2,2,2,2,2,1,0,2,2,1,-5,2
"1312","1312","13120",1,-6,-6,1,-6,26,12,0,2,0,0,0,7,5,7,7,1,4,-5,1,16,1,-6,-6,-6,-6,-6,-6,7,0,0,0,7,7,7,7,7,5,-5,2
"1313","1313","13130",1,-6,-6,1,-6,21,17,0,202,202,204,-5,-5,-5,-5,-5,2,-6,4,2,-6,1,-6,-6,-6,-6,-6,-6,-5,-5,202,-5,201,-5,-5,201,-5,-5,1,2
"1314","1314","13140",1,-6,-6,1,-6,22,11,0,7,5,5,7,5,0,7,7,2,-6,-5,2,-6,1,-6,-6,-6,-6,-6,-6,5,1,0,5,7,0,7,7,7,2,-5,2
"1315","1315","13150",1,-6,-6,1,-6,20,17,0,7,7,4,7,0,7,7,7,1,1,-5,1,30,1,-6,-6,-6,-6,-6,-6,7,7,4,4,0,7,7,7,7,7,-5,1
"1316","1316","13160",1,-6,-6,1,-6,23,13,0,7,3,2,0,7,0,7,7,2,-6,-5,1,40,1,-6,-6,-6,-6,-6,-6,3,0,2,2,7,0,7,7,7,7,-5,2
"1317","1317","13170",1,-6,-6,1,-6,24,12,0,7,7,3,3,7,1,7,7,1,4,-5,1,7,1,-6,-6,-6,-6,-6,-6,5,0,0,0,7,1,7,7,7,3,-5,1
"1318","1318","13180",1,-6,-6,1,-6,23,11,0,7,7,3,7,0,3,7,5,2,-6,-5,1,20,1,-6,-6,-6,-6,-6,-6,7,7,1,0,7,0,4,4,7,2,-5,2
"1319","1319","13190",1,-6,-6,1,-6,24,13,0,7,7,3,7,7,0,7,7,2,-6,-5,1,38,1,-6,-6,-6,-6,-6,-6,7,7,4,6,7,0,4,7,7,1,-5,2
"1320","1320","13200",1,-6,-6,2,2,34,14,1,7,7,1,2,1,7,7,0,2,-6,-5,1,32,2,2,30,-6,-6,1,365,7,0,0,0,7,7,7,7,7,7,-5,2
"1321","1321","13210",1,-6,-6,1,-6,37,17,0,6,7,2,1,7,0,7,7,1,4,-5,2,-6,1,-6,-6,-6,-6,-6,-6,5,5,2,0,6,0,5,7,7,5,-5,2
"1322","1322","13220",1,-6,-6,2,1,29,13,1,4,2,2,1,3,0,7,5,2,-6,-5,1,40,2,2,25,-6,-6,1,999,4,4,2,2,6,0,5,5,7,5,-5,2
"1323","1323","13230",1,-6,-6,1,-6,35,16,0,201,202,202,205,201,203,201,201,2,-6,-5,2,-6,1,-6,-6,-6,-6,-6,-6,201,202,202,203,202,202,201,201,201,203,-5,2
"1324","1324","13240",1,-6,-6,1,-6,36,12,0,7,7,0,7,7,0,7,7,2,-6,-5,2,-6,1,-6,-6,-6,-6,-6,-6,7,7,0,0,7,0,2,0,7,7,-5,2
"1325","1325","13250",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"1326","1326","13260",0,-6,-6,2,0,20,15,0,5,7,7,3,4,7,7,7,1,4,-5,1,4,2,2,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-5,-6
"1327","1327","13270",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"1328","1328","13280",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"1329","1329","13290",1,-6,-6,1,-6,23,12,0,7,7,3,0,7,3,7,7,2,-6,-5,1,2,1,-6,-6,-6,-6,-6,-6,7,0,0,3,7,0,0,0,7,0,-5,2
"1330","1330","13300",1,-6,-6,1,-6,24,13,0,5,4,5,7,3,7,7,7,2,-6,-5,2,-6,1,-6,-6,-6,-6,-6,-6,2,4,4,4,2,0,3,0,7,5,-5,2
"1331","1331","13310",1,-6,-6,1,-6,34,20,0,7,7,0,7,7,1,7,7,2,-6,-5,2,-6,1,-6,-6,-6,-6,-6,-6,7,2,0,7,7,1,7,7,7,5,-5,2
