"","idnum","mothid1","cm1fint","m1a4","m1a11a","m1a11b","m1a11c","m1a11d","cm1age","cm1bsex","m1b2","m1b3","m1b11a","m1b22a","m1b11b","m1b22b","m1b11c","m1b22c","m1b11d","m1b22d","m1b13b","m1b25b","m1b13c","m1b25c","m1b16","m1b17","m1g2","m1g3","m1g4","fathid1","f1b5a","f1b11a","f1b22a","f1b5b","f1b11b","f1b22b","f1b5c","f1b11c","f1b22c","f1b5d","f1b11d","f1b22d","f1b13b","f1b13c","f1b16","f1b17","f1g3","f1g4","f1g2"
"979","0979","09790",1,1,-6,-6,-6,-6,29,2,1,-6,-6,2,-6,2,-6,2,-6,1,-6,3,-6,1,-6,-6,5,5,4,"09791",-6,-6,1,-6,-6,2,-6,-6,2,-6,-6,1,-6,-6,-6,-6,5,4,5
"980","0980","09800",0,2,1,2,2,2,36,1,2,2,2,-6,2,-6,2,-6,2,-6,3,-6,2,-6,1,2,5,5,4,"09801",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"981","0981","09810",0,2,1,2,2,2,22,1,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,5,5,3,"09811",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"982","0982","09820",1,2,1,1,2,2,19,1,2,1,1,-6,1,-6,1,-6,1,-6,3,-6,2,-6,1,1,5,5,4,"09821",-6,2,-6,-6,1,-6,-6,1,-6,-6,1,-6,3,1,1,1,5,4,3
"983","0983","09830",1,2,1,1,1,2,21,1,2,1,1,-6,1,-6,1,-6,2,-6,3,-6,1,-6,1,1,5,5,3,"09831",-6,1,-6,-6,1,-6,-6,1,-6,-6,1,-6,3,1,1,1,4,3,4
"984","0984","09840",1,2,1,2,1,2,18,1,2,3,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,1,1,5,5,3,"09841",1,-6,-6,2,-6,-6,1,-6,-6,1,-6,-6,-6,-6,1,1,5,4,4
"985","0985","09850",1,2,1,1,2,2,23,1,2,3,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,1,1,4,5,4,"09851",1,-6,-6,2,-6,-6,2,-6,-6,1,-6,-6,-6,-6,1,1,5,4,4
"986","0986","09860",1,2,1,2,1,2,21,1,2,1,1,-6,2,-6,2,-6,1,-6,3,-6,1,-6,1,1,5,5,4,"09861",-6,2,-6,-6,2,-6,-6,1,-6,-6,1,-6,3,2,1,1,5,4,3
"987","0987","09870",1,2,1,1,2,2,18,2,2,1,1,-6,1,-6,1,-6,1,-6,3,-6,1,-6,1,1,5,5,4,"09871",-6,1,-6,-6,1,-6,-6,1,-6,-6,1,-6,3,2,1,1,5,4,5
"988","0988","09880",1,2,1,1,2,2,28,1,2,1,1,-6,1,-6,1,-6,1,-6,3,-6,1,-6,1,1,5,5,3,"09881",-6,1,-6,-6,1,-6,-6,1,-6,-6,1,-6,3,1,2,2,5,4,5
"989","0989","09890",1,1,-6,-6,-6,-6,29,1,1,-6,-6,1,-6,1,-6,2,-6,1,-6,3,-6,1,-6,-6,5,5,4,"09891",-6,-6,1,-6,-6,1,-6,-6,1,-6,-6,1,-6,-6,-6,-6,4,4,3
"990","0990","09900",1,2,1,2,2,2,24,2,2,3,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,1,1,5,5,4,"09901",1,-6,-6,1,-6,-6,2,-6,-6,1,-6,-6,-6,-6,1,1,5,3,4
"991","0991","09910",0,2,1,2,2,2,27,1,2,2,1,-6,2,-6,1,-6,1,-6,3,-5,2,-5,1,1,5,5,3,"09911",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"992","0992","09920",0,2,1,2,1,2,19,2,2,5,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,2,2,5,5,4,"09921",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"993","0993","09930",1,2,1,1,2,2,25,1,2,1,2,-6,2,-6,2,-6,1,-6,3,-6,1,-6,1,1,5,5,3,"09931",-6,2,-6,-6,2,-6,-6,2,-6,-6,1,-6,2,1,1,1,5,3,5
"994","0994","09940",1,2,1,1,1,2,31,1,2,1,1,-6,1,-6,1,-6,1,-6,3,-6,2,-6,1,1,5,5,4,"09941",-6,1,-6,-6,1,-6,-6,1,-6,-6,1,-6,3,1,1,1,5,3,3
"995","0995","09950",1,1,-6,-6,-6,-6,32,1,1,-6,-6,2,-6,1,-6,1,-6,1,-6,3,-6,2,-6,-6,5,5,4,"09951",-6,-6,1,-6,-6,1,-6,-6,1,-6,-6,1,-6,-6,-6,-6,5,4,4
"996","0996","09960",0,1,-6,-6,-6,-6,22,1,1,-6,-6,1,-6,1,-6,1,-6,1,-6,3,-6,1,-6,-6,5,5,4,"09961",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"997","0997","09970",1,1,-6,-6,-6,-6,31,1,1,-6,-6,1,-6,2,-6,1,-6,1,-6,3,-6,1,-6,-6,5,5,4,"09971",-6,-6,2,-6,-6,2,-6,-6,1,-6,-6,1,-6,-6,-6,-6,5,4,4
"998","0998","09980",1,2,1,2,1,2,18,2,2,1,1,-6,1,-6,1,-6,1,-6,3,-6,1,-6,1,1,5,5,4,"09981",-6,1,-6,-6,1,-6,-6,2,-6,-6,1,-6,3,2,1,1,5,2,3
"999","0999","09990",1,2,1,1,1,2,22,2,2,1,1,-6,1,-6,1,-6,1,-6,2,-6,1,-6,1,1,5,5,3,"09991",-6,1,-6,-6,1,-6,-6,1,-6,-6,1,-6,3,1,1,1,2,4,2
"1000","1000","10000",0,2,1,2,1,2,16,2,2,4,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,1,1,5,4,3,"10001",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"1001","1001","10010",0,2,1,1,2,2,20,2,2,1,2,-6,2,-6,2,-6,2,-6,3,-6,1,-6,1,1,4,5,3,"10011",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"1002","1002","10020",1,1,-6,-6,-6,-6,18,2,1,-6,-6,1,-6,1,-6,1,-6,1,-6,-5,-6,-5,-6,-6,5,5,4,"10021",-6,-6,1,-6,-6,1,-6,-6,1,-6,-6,1,-6,-6,-6,-6,5,4,5
"1003","1003","10030",1,1,-6,-6,-6,-6,23,1,1,-6,-6,1,-6,1,-6,1,-6,1,-6,3,-6,2,-6,-6,5,5,4,"10031",-6,-6,1,-6,-6,1,-6,-6,1,-6,-6,1,-6,-6,-6,-6,5,3,3
"1004","1004","10040",1,2,1,2,1,2,31,1,2,1,1,-6,1,-6,1,-6,1,-6,3,-6,1,-6,1,1,5,5,4,"10041",-6,2,-6,-6,2,-6,-6,1,-6,-6,2,-6,3,2,2,2,5,4,5
"1005","1005","10050",0,2,1,1,2,2,22,2,2,2,2,-6,1,-6,1,-6,1,-6,3,-5,1,-5,1,1,5,5,4,"10051",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"1006","1006","10060",0,2,1,2,2,2,15,2,2,5,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,1,2,5,5,4,"10061",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"1007","1007","10070",1,2,1,1,1,2,19,2,2,1,1,-6,1,-6,1,-6,1,-6,3,-6,1,-6,1,1,5,5,4,"10071",-6,1,-6,-6,1,-6,-6,1,-6,-6,1,-6,3,1,1,1,5,4,5
"1008","1008","10080",1,2,1,1,2,2,19,1,2,1,2,-6,2,-6,1,-6,1,-6,3,-5,1,-5,1,1,5,5,4,"10081",-6,1,-6,-6,1,-6,-6,1,-6,-6,1,-6,3,1,1,1,5,4,4
"1009","1009","10090",1,2,1,1,2,2,28,2,2,1,2,-6,2,-6,2,-6,1,-6,3,-6,1,-6,1,1,5,5,4,"10091",-6,2,-6,-6,2,-6,-6,1,-6,-6,2,-6,3,1,1,1,5,3,3
"1010","1010","10100",1,2,1,2,1,2,22,1,2,2,2,-6,1,-6,1,-6,2,-6,3,-6,2,-6,1,2,5,5,4,"10101",-6,1,-6,-6,2,-6,-6,1,-6,-6,2,-6,3,1,1,1,5,4,5
"1011","1011","10110",1,2,1,2,2,2,19,1,2,1,2,-6,1,-6,1,-6,2,-6,3,-6,1,-6,1,1,5,5,4,"10111",-6,1,-6,-6,2,-6,-6,1,-6,-6,1,-6,3,1,1,1,5,4,4
"1012","1012","10120",1,2,1,2,2,2,19,1,2,2,1,-6,2,-6,2,-6,1,-6,3,-6,1,-6,1,1,5,5,3,"10121",1,-6,-6,1,-6,-6,1,-6,-6,1,-6,-6,-6,-6,2,2,1,4,1
"1013","1013","10130",0,1,-6,-6,-6,-6,32,2,1,-6,-6,1,-6,1,-6,1,-6,1,-6,3,-6,1,-6,-6,5,5,4,"10131",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"1014","1014","10140",1,2,1,2,2,2,19,1,2,1,1,-6,1,-6,2,-6,1,-6,3,-6,2,-6,1,1,5,5,4,"10141",-6,1,-6,-6,2,-6,-6,2,-6,-6,1,-6,3,1,-3,-3,5,4,5
"1015","1015","10150",1,1,-6,-6,-6,-6,28,2,1,-6,-6,1,-6,1,-6,1,-6,1,-6,3,-6,1,-6,-6,5,5,4,"10151",-6,-6,1,-6,-6,1,-6,-6,1,-6,-6,1,-6,-6,-6,-6,5,4,3
"1016","1016","10160",1,1,-6,-6,-6,-6,23,2,1,-6,-6,2,-6,1,-6,1,-6,1,-6,3,-6,1,-6,-6,5,5,4,"10161",-6,-6,1,-6,-6,2,-6,-6,1,-6,-6,1,-6,-6,-6,-6,5,4,4
"1017","1017","10170",1,2,1,2,2,2,21,2,2,1,1,-6,2,-6,1,-6,1,-6,3,-6,2,-6,1,1,5,5,4,"10171",-6,1,-6,-6,1,-6,-6,1,-6,-6,1,-6,3,1,1,1,5,4,3
"1018","1018","10180",1,2,-6,-6,-6,-6,19,2,2,1,1,-6,1,-6,1,-6,2,-6,3,-6,1,-6,1,1,5,5,4,"10181",-6,1,-6,-6,1,-6,-6,1,-6,-6,1,-6,3,1,1,1,5,3,4
"1019","1019","10190",0,1,-6,-6,-6,-6,30,2,1,-6,-6,2,-6,1,-6,1,-6,1,-6,3,-6,1,-6,-6,5,5,4,"10191",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"1020","1020","10200",1,1,-6,-6,-6,-6,25,2,1,-6,-6,1,-6,1,-6,1,-6,1,-6,3,-6,1,-6,-6,5,5,4,"10201",-6,-6,1,-6,-6,2,-6,-6,2,-6,-6,1,-6,-6,-6,-6,5,4,4
"1021","1021","10210",1,2,1,1,2,2,23,2,2,1,1,-6,1,-6,1,-6,1,-6,3,-6,1,-6,1,1,5,5,4,"10211",-6,1,-6,-6,1,-6,-6,1,-6,-6,1,-6,3,1,1,1,5,4,5
"1022","1022","10220",1,1,-6,-6,-6,-6,23,2,1,-6,-6,1,-6,1,-6,1,-6,1,-6,3,-6,2,-6,-6,5,5,4,"10221",-6,-6,1,-6,-6,1,-6,-6,1,-6,-6,1,-6,-6,-6,-6,5,4,4
"1023","1023","10230",1,1,-6,-6,-6,-6,29,1,1,-6,-6,1,-6,1,-6,1,-6,1,-6,3,-6,1,-6,-6,5,5,4,"10231",-6,-6,1,-6,-6,1,-6,-6,1,-6,-6,1,-6,-6,-6,-6,5,4,4
"1024","1024","10240",1,2,1,1,2,2,20,2,2,1,1,-6,1,-6,1,-6,1,-6,3,-6,1,-6,1,1,5,5,4,"10241",-6,1,-6,-6,1,-6,-6,1,-6,-6,1,-6,3,1,1,1,5,3,3
"1025","1025","10250",1,1,-6,-6,-6,-6,31,2,1,-6,-6,1,-6,1,-6,1,-6,1,-6,-5,-6,-5,-6,-6,5,5,4,"10251",-6,-6,1,-6,-6,1,-6,-6,1,-6,-6,1,-6,-6,-6,-6,5,4,4
"1026","1026","10260",0,2,1,2,1,2,23,1,2,3,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,2,2,5,5,4,"10261",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"1027","1027","10270",0,2,1,2,2,2,17,2,2,5,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,2,2,5,5,4,"10271",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"1028","1028","10280",1,2,1,2,1,2,19,2,2,1,2,-6,2,-6,2,-6,2,-6,3,-5,1,-5,1,1,5,4,3,"10281",-6,1,-6,-6,1,-6,-6,1,-6,-6,1,-6,3,1,1,1,1,2,5
"1029","1029","10290",1,1,-6,-6,-6,-6,31,1,1,-6,-6,1,-6,1,-6,1,-6,1,-6,3,-6,2,-6,-6,5,5,4,"10291",-6,-6,1,-6,-6,1,-6,-6,1,-6,-6,1,-6,-6,-6,-6,5,4,4
"1030","1030","10300",0,2,1,2,2,2,20,1,2,1,1,-6,1,-6,1,-6,1,-6,3,-6,1,-6,1,1,5,5,4,"10301",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"1031","1031","10310",1,1,-6,-6,-6,-6,36,1,1,-6,-6,1,-6,1,-6,1,-6,1,-6,3,-6,1,-6,-6,5,5,4,"10311",-6,-6,1,-6,-6,1,-6,-6,1,-6,-6,1,-6,-6,-6,-6,5,4,1
"1032","1032","10320",1,2,1,1,2,2,24,1,2,1,1,-6,2,-6,2,-6,1,-6,3,-6,1,-6,1,1,5,5,3,"10321",-6,1,-6,-6,2,-6,-6,2,-6,-6,1,-6,3,1,1,1,5,3,3
"1033","1033","10330",1,2,1,1,2,2,28,2,2,1,1,-6,2,-6,1,-6,1,-6,3,-6,1,-6,1,1,5,5,3,"10331",-6,1,-6,-6,1,-6,-6,1,-6,-6,1,-6,3,1,1,1,5,4,3
"1034","1034","10340",0,2,1,2,1,2,21,2,2,3,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,1,1,5,4,4,"10341",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"1035","1035","10350",0,2,1,2,1,2,30,1,2,1,1,-6,1,-6,2,-6,1,-6,3,-6,1,-6,1,1,5,5,4,"10351",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"1036","1036","10360",1,2,1,2,2,2,34,2,2,1,2,-6,2,-6,2,-6,1,-6,3,-6,2,-6,1,1,5,5,4,"10361",-6,1,-6,-6,2,-6,-6,2,-6,-6,1,-6,3,1,1,1,5,4,3
"1037","1037","10370",1,1,-6,-6,-6,-6,34,1,1,-6,-6,2,-6,1,-6,1,-6,1,-6,3,-6,1,-6,-6,5,5,4,"10371",-6,-6,1,-6,-6,1,-6,-6,1,-6,-6,1,-6,-6,-6,-6,5,3,5
"1038","1038","10380",1,2,1,2,1,2,16,1,2,4,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,1,1,5,5,3,"10381",-6,2,-6,-6,2,-6,-6,2,-6,-6,2,-6,3,1,1,2,5,3,5
"1039","1039","10390",1,1,-6,-6,-6,-6,40,1,1,-6,-6,1,-6,2,-6,1,-6,1,-6,3,-6,1,-6,-6,4,5,4,"10391",-6,-6,1,-6,-6,2,-6,-6,1,-6,-6,1,-6,-6,-6,-6,5,4,4
"1040","1040","10400",0,1,-6,-6,-6,-6,33,1,1,-6,-6,1,-6,1,-6,1,-6,1,-6,3,-6,1,-6,-6,5,5,4,"10401",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"1041","1041","10410",0,2,1,2,1,2,41,2,2,2,2,-6,1,-6,1,-6,2,-6,3,-6,1,-6,1,1,3,5,3,"10411",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"1042","1042","10420",0,2,1,2,2,2,22,1,2,1,1,-6,1,-6,1,-6,1,-6,3,-6,1,-6,1,1,4,5,3,"10421",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"1043","1043","10430",1,2,1,1,1,2,36,2,2,1,2,-6,1,-6,2,-6,2,-6,3,-6,1,-6,1,1,5,5,4,"10431",-6,1,-6,-6,2,-6,-6,2,-6,-6,1,-6,3,2,1,1,4,4,5
"1044","1044","10440",1,2,1,1,2,2,34,2,2,1,1,-6,1,-6,1,-6,1,-6,3,-6,1,-6,1,1,5,5,4,"10441",-6,2,-6,-6,1,-6,-6,1,-6,-6,1,-6,3,2,1,1,5,3,4
"1045","1045","10450",1,1,-6,-6,-6,-6,33,1,1,-6,-6,1,-6,2,-6,1,-6,1,-6,3,-6,1,-6,-6,5,5,4,"10451",-6,-6,1,-6,-6,2,-6,-6,1,-6,-6,1,-6,-6,-6,-6,5,4,5
"1046","1046","10460",1,2,1,2,1,2,21,2,2,3,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,1,1,5,5,3,"10461",2,-6,-6,2,-6,-6,2,-6,-6,2,-6,-6,-6,-6,1,1,5,3,5
"1047","1047","10470",1,2,1,2,2,2,35,1,2,4,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,2,2,5,5,4,"10471",2,-6,-6,2,-6,-6,1,-6,-6,2,-6,-6,-6,-6,2,2,5,3,3
"1048","1048","10480",1,2,1,1,2,2,27,2,2,1,1,-6,1,-6,1,-6,1,-6,3,-5,1,-5,1,1,5,5,3,"10481",-6,1,-6,-6,1,-6,-6,1,-6,-6,1,-6,3,1,1,1,4,4,3
"1049","1049","10490",1,2,1,1,1,2,18,2,2,1,1,-6,2,-6,1,-6,1,-6,3,-5,1,-5,1,1,4,5,3,"10491",-6,1,-6,-6,1,-6,-6,1,-6,-6,1,-6,3,1,1,1,5,3,4
"1050","1050","10500",1,1,-6,-6,-6,-6,34,2,1,-6,-6,1,-6,2,-6,1,-6,1,-6,3,-6,2,-6,-6,5,5,4,"10501",-6,-6,1,-6,-6,2,-6,-6,1,-6,-6,1,-6,-6,-6,-6,5,4,4
"1051","1051","10510",1,2,1,2,1,2,19,2,2,1,2,-6,2,-6,2,-6,1,-6,3,-6,1,-6,2,2,5,5,4,"10511",-6,2,-6,-6,2,-6,-6,2,-6,-6,2,-6,3,1,2,1,5,3,3
"1052","1052","10520",1,1,-6,-6,-6,-6,34,2,1,-6,-6,1,-6,2,-6,1,-6,1,-6,3,-6,1,-6,-6,5,5,4,"10521",-6,-6,1,-6,-6,2,-6,-6,1,-6,-6,1,-6,-6,-6,-6,5,4,3
"1053","1053","10530",1,2,1,1,2,2,19,1,2,1,1,-6,1,-6,1,-6,1,-6,3,-5,2,-5,1,1,5,5,4,"10531",-6,-3,-6,-6,-3,-6,-6,-3,-6,-6,-3,-6,-3,-3,1,1,5,3,1
"1054","1054","10540",1,2,1,2,2,2,21,2,2,4,-6,-6,-6,-6,-6,-6,-6,-6,-6,-5,-6,-5,2,2,5,5,3,"10541",2,-6,-6,2,-6,-6,2,-6,-6,1,-6,-6,-6,-6,1,2,3,4,3
"1055","1055","10550",1,1,-6,-6,-6,-6,27,2,1,-6,-6,1,-6,2,-6,1,-6,1,-6,3,-6,1,-6,-6,5,5,4,"10551",-6,-6,1,-6,-6,1,-6,-6,1,-6,-6,1,-6,-6,-6,-6,5,2,4
"1056","1056","10560",1,2,1,2,1,2,26,2,2,2,2,-6,2,-6,1,-6,2,-6,3,-6,1,-6,2,2,5,5,4,"10561",2,-6,-6,2,-6,-6,2,-6,-6,2,-6,-6,-6,-6,1,1,5,4,3
"1057","1057","10570",1,2,1,1,2,2,27,2,2,1,2,-6,2,-6,1,-6,1,-6,3,-6,1,-6,1,1,5,5,4,"10571",-6,1,-6,-6,1,-6,-6,1,-6,-6,1,-6,3,1,1,1,5,3,4
"1058","1058","10580",1,1,-6,-6,-6,-6,32,1,1,-6,-6,1,-6,1,-6,1,-6,1,-6,3,-6,1,-6,-6,5,5,4,"10581",-6,-6,1,-6,-6,1,-6,-6,1,-6,-6,1,-6,-6,-6,-6,5,4,2
"1059","1059","10590",1,1,-6,-6,-6,-6,29,1,1,-6,-6,1,-6,2,-6,1,-6,1,-6,3,-6,1,-6,-6,5,5,4,"10591",-6,-6,1,-6,-6,1,-6,-6,1,-6,-6,1,-6,-6,-6,-6,5,4,5
"1060","1060","10600",1,1,-6,-6,-6,-6,24,2,1,-6,-6,1,-6,1,-6,1,-6,1,-6,-5,-6,-5,-6,-6,5,5,4,"10601",-6,-6,1,-6,-6,1,-6,-6,2,-6,-6,1,-6,-6,-6,-6,5,3,4
"1061","1061","10610",1,2,1,1,2,2,30,1,2,1,1,-6,2,-6,1,-6,1,-6,3,-6,1,-6,1,1,5,5,4,"10611",-6,2,-6,-6,2,-6,-6,1,-6,-6,1,-6,3,1,1,1,5,4,5
"1062","1062","10620",1,2,1,1,2,2,26,1,2,1,1,-6,1,-6,1,-6,1,-6,3,-6,1,-6,1,1,5,5,4,"10621",-6,1,-6,-6,1,-6,-6,1,-6,-6,1,-6,3,1,1,1,5,4,3
"1063","1063","10630",1,1,-6,-6,-6,-6,32,2,1,-6,-6,1,-6,1,-6,1,-6,1,-6,3,-6,2,-6,-6,5,5,4,"10631",-6,-6,1,-6,-6,1,-6,-6,1,-6,-6,1,-6,-6,-6,-6,5,4,3
"1064","1064","10640",1,1,-6,-6,-6,-6,26,1,1,-6,-6,1,-6,1,-6,1,-6,1,-6,3,-6,1,-6,-6,5,5,4,"10641",-6,-6,1,-6,-6,1,-6,-6,2,-6,-6,1,-6,-6,-6,-6,5,2,4
"1065","1065","10650",0,2,1,2,1,2,18,2,2,3,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,1,1,2,1,3,"10651",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"1066","1066","10660",1,2,1,1,2,2,29,2,2,1,1,-6,1,-6,1,-6,1,-6,3,-6,1,-6,1,1,5,4,4,"10661",-6,2,-6,-6,1,-6,-6,1,-6,-6,1,-6,3,3,1,1,4,3,3
"1067","1067","10670",1,2,1,2,2,2,25,1,2,1,1,-6,2,-6,1,-6,1,-6,3,-6,1,-6,1,1,5,5,4,"10671",-6,1,-6,-6,1,-6,-6,1,-6,-6,1,-6,3,1,1,1,5,2,3
"1068","1068","10680",1,2,1,2,2,2,19,1,2,4,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,2,2,5,1,4,"10681",-6,1,-6,-6,2,-6,-6,2,-6,-6,1,-6,3,1,2,2,5,2,1
"1069","1069","10690",1,2,1,2,1,2,18,1,2,2,1,-6,1,-6,1,-6,1,-6,2,-6,2,-6,1,1,5,5,3,"10691",-6,1,-6,-6,2,-6,-6,1,-6,-6,1,-6,2,1,1,1,5,3,3
"1070","1070","10700",1,1,-6,-6,-6,-6,41,1,1,-6,-6,1,-6,2,-6,1,-6,1,-6,3,-6,1,-6,-6,5,5,4,"10701",-6,-6,2,-6,-6,1,-6,-6,1,-6,-6,1,-6,-6,-6,-6,5,1,4
"1071","1071","10710",1,2,1,1,1,2,23,2,2,1,-3,-6,-3,-6,-3,-6,-3,-6,-3,-5,-3,-5,1,1,5,5,3,"10711",-6,1,-6,-6,1,-6,-6,1,-6,-6,1,-6,3,1,1,1,5,3,3
"1072","1072","10720",1,1,-6,-6,-6,-6,31,1,1,-6,-6,1,-6,1,-6,1,-6,1,-6,3,-6,1,-6,-6,5,5,4,"10721",-6,-6,1,-6,-6,1,-6,-6,1,-6,-6,1,-6,-6,-6,-6,5,4,4
"1073","1073","10730",0,2,1,2,1,2,22,1,2,5,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,2,2,5,5,4,"10731",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"1074","1074","10740",1,2,1,2,2,2,30,1,2,2,2,-6,2,-6,2,-6,1,-6,3,-6,2,-6,1,1,5,5,4,"10741",-6,1,-6,-6,1,-6,-6,1,-6,-6,1,-6,3,1,1,1,5,4,4
"1075","1075","10750",1,2,1,1,2,2,25,1,2,1,1,-6,1,-6,1,-6,1,-6,3,-6,1,-6,1,1,5,5,3,"10751",-6,1,-6,-6,1,-6,-6,1,-6,-6,1,-6,3,1,1,1,5,3,4
"1076","1076","10760",1,2,1,2,2,2,28,1,2,1,1,-6,1,-6,1,-6,1,-6,3,-6,1,-6,1,1,5,5,4,"10761",-6,1,-6,-6,2,-6,-6,2,-6,-6,1,-6,3,1,1,1,4,3,2
"1077","1077","10770",1,2,1,2,2,2,23,2,2,2,2,-6,1,-6,1,-6,1,-6,3,-5,1,-5,1,1,5,5,4,"10771",-6,1,-6,-6,1,-6,-6,1,-6,-6,1,-6,3,2,1,1,5,4,4
"1078","1078","10780",1,2,1,1,2,2,32,2,2,1,1,-6,1,-6,1,-6,1,-6,3,-6,1,-6,1,1,5,5,4,"10781",-6,1,-6,-6,1,-6,-6,1,-6,-6,1,-6,3,1,1,1,5,2,5
"1079","1079","10790",1,2,1,1,2,2,23,1,2,1,1,-6,1,-6,1,-6,1,-6,3,-6,2,-6,1,1,5,5,4,"10791",-6,1,-6,-6,1,-6,-6,1,-6,-6,1,-6,3,1,1,1,5,4,4
"1080","1080","10800",0,2,1,2,1,2,33,2,2,3,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,1,1,3,3,3,"10801",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"1081","1081","10810",0,2,1,2,2,2,28,1,2,4,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,2,2,5,5,4,"10811",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"1082","1082","10820",1,2,1,2,1,2,17,1,2,2,1,-6,1,-6,1,-6,1,-6,3,-6,1,-6,1,1,5,5,4,"10821",-6,1,-6,-6,1,-6,-6,2,-6,-6,1,-6,2,2,1,1,5,4,4
"1083","1083","10830",0,2,1,2,2,2,22,1,2,1,2,-6,2,-6,2,-6,1,-6,3,-6,1,-6,1,1,5,4,3,"10831",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"1084","1084","10840",0,2,1,2,2,2,30,2,2,4,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,1,1,5,5,4,"10841",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"1085","1085","10850",0,2,1,2,2,2,22,1,2,1,1,-6,2,-6,1,-6,1,-6,3,-5,1,-5,1,1,5,5,4,"10851",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"1086","1086","10860",1,2,1,2,2,2,15,1,2,1,2,-6,2,-6,2,-6,1,-6,3,-6,2,-6,2,2,5,5,4,"10861",2,-6,-6,2,-6,-6,2,-6,-6,2,-6,-6,-6,-6,1,2,5,4,5
